dataset,perturbation_type,label,kg1_precision,kg1_recall,kg1_f1,kg1_our_triples,kg1_gt_triples,kg2_precision,kg2_recall,kg2_f1,kg2_our_triples,kg2_gt_triples,gt_modified_triples,detected_modifications,modification_detection_acc
findkg,node_replacement,0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,4,3,2,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,11,9,0.0,0.0,0.0,7,7,2,0,0.0
findkg,node_replacement,1,0.0,0.0,0.0,7,7,0.0,0.0,0.0,7,7,10,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,3,3,6,0,0.0
findkg,edge_deletion,0,0.0,0.0,0.0,7,5,0.0,0.0,0.0,8,4,1,0,0.0
findkg,node_removal,0,0.25,0.25,0.25,8,8,0.0,0.0,0.0,2,2,6,2,0.3333
findkg,node_removal,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,2,2,2,0,0.0
findkg,node_replacement,1,0.3333,0.6667,0.4444,6,3,0.0,0.0,0.0,7,3,6,0,0.0
findkg,edge_deletion,1,0.1111,0.1111,0.1111,9,9,0.0,0.0,0.0,12,7,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,3,3,0,0.0
findkg,edge_deletion,0,0.3077,0.5,0.381,13,8,0.1,0.1667,0.125,10,6,2,2,1.0
findkg,edge_deletion,1,0.1,0.1667,0.125,10,6,0.1667,0.2,0.1818,6,5,1,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,6,4,0.25,0.25,0.25,4,4,2,0,0.0
findkg,node_removal,1,0.3333,0.3333,0.3333,6,6,0.0,0.0,0.0,6,1,5,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,2,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,7,4,0.0,0.0,0.0,5,1,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,7,6,0.0,0.0,0.0,8,2,4,0,0.0
findkg,node_removal,1,0.3,0.3,0.3,10,10,0.3,0.4286,0.3529,10,7,3,0,0.0
findkg,edge_deletion,1,0.0909,0.0909,0.0909,11,11,0.0909,0.125,0.1053,11,8,3,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,5,3,0.0,0.0,0.0,0,3,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,4,6,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,4,4,0.0,0.0,0.0,4,4,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,8,8,0.0,0.0,0.0,8,8,2,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2,0,0.0
findkg,node_replacement,1,0.125,0.25,0.1667,8,4,0.1429,0.25,0.1818,7,4,6,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,5,0.0,0.0,0.0,9,2,3,0,0.0
findkg,node_removal,1,0.0,0.0,0.0,3,3,0.0,0.0,0.0,6,1,2,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,5,5,0.0,0.0,0.0,6,5,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,8,5,0.0,0.0,0.0,6,2,3,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,6,2,0,0.0
findkg,node_replacement,0,0.0,0.0,0.0,5,5,0.0,0.0,0.0,5,5,4,0,0.0
findkg,edge_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,2,0,0.0
findkg,node_removal,0,0.25,0.5,0.3333,8,4,0.5,0.5,0.5,2,2,2,1,0.5
findkg,node_removal,0,0.0,0.0,0.0,6,6,0.0,0.0,0.0,6,3,3,0,0.0
findkg,node_removal,1,0.1111,0.25,0.1538,9,4,0.0,0.0,0.0,6,1,3,0,0.0
findkg,edge_replacement,1,0.0,0.0,0.0,14,6,0.0,0.0,0.0,9,6,2,0,0.0
findkg,node_removal,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,3,3,6,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,12,14,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,11,9,2,0,0.0
globi,node_removal,0,0.2941,0.3333,0.3125,17,15,0.3333,0.3636,0.3478,12,11,4,1,0.25
globi,node_removal,1,0.0,0.0,0.0,17,16,0.0,0.0,0.0,16,8,8,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,7,7,2,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,13,10,0.25,0.3,0.2727,12,10,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,4,8,0,0.0
globi,node_removal,0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,5,5,11,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,7,3,0,0.0
globi,node_removal,0,0.0,0.0,0.0,20,16,0.0,0.0,0.0,8,2,14,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,0,17,0.0,0.0,0.0,0,17,10,0,0.0
globi,node_removal,1,0.0,0.0,0.0,0,9,0.0,0.0,0.0,0,2,7,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,9,9,2,0,0.0
globi,node_replacement,0,0.0625,0.0625,0.0625,16,16,0.0625,0.0625,0.0625,16,16,20,2,0.1
globi,node_removal,0,0.0,0.0,0.0,0,12,0.0,0.0,0.0,0,6,6,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,15,13,0.0,0.0,0.0,17,13,8,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_replacement,1,0.1875,0.1875,0.1875,16,16,0.1765,0.1875,0.1818,17,16,2,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,18,18,0.0,0.0,0.0,18,18,2,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,16,0,0.0
globi,node_removal,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,6,2,8,0,0.0
globi,node_removal,0,0.6111,0.6471,0.6286,18,17,0.7,0.7,0.7,10,10,7,4,0.5714
globi,edge_deletion,1,0.0,0.0,0.0,10,10,0.1,0.125,0.1111,10,8,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,1,8,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,9,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,13,13,0.0,0.0,0.0,15,3,10,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,9,9,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,4,7,0,0.0
globi,node_removal,1,0.0,0.0,0.0,15,9,0.0,0.0,0.0,13,2,7,0,0.0
globi,node_removal,0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,6,6,7,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,13,13,0.0,0.0,0.0,13,13,18,0,0.0
globi,edge_deletion,0,0.2727,0.2727,0.2727,11,11,0.2,0.2222,0.2105,10,9,2,1,0.5
globi,node_removal,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,2,9,0,0.0
globi,edge_deletion,0,0.1111,0.1111,0.1111,18,18,0.0,0.0,0.0,17,16,2,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,18,0,0.0
globi,node_removal,0,0.0,0.0,0.0,17,16,0.0,0.0,0.0,12,11,5,0,0.0
globi,node_removal,0,0.0,0.0,0.0,19,17,0.0,0.0,0.0,5,3,14,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,13,13,0.0,0.0,0.0,13,13,18,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,11,10,16,0,0.0
globi,node_removal,0,0.1111,0.1111,0.1111,9,9,0.0,0.0,0.0,2,2,7,1,0.1429
globi,node_replacement,1,0.0714,0.0714,0.0714,14,14,0.0714,0.0714,0.0714,14,14,8,0,0.0
globi,node_replacement,0,0.2857,0.2857,0.2857,14,14,0.0714,0.0714,0.0714,14,14,10,1,0.1
globi,edge_deletion,0,0.1111,0.1111,0.1111,18,18,0.1333,0.1333,0.1333,15,15,3,0,0.0
globi,node_removal,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,2,2,8,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,20,15,0.0,0.0,0.0,20,15,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,16,15,0.0,0.0,0.0,15,12,3,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,11,9,0.0,0.0,0.0,9,9,16,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,17,9,0.0,0.0,0.0,16,9,2,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,10,9,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,1,1,8,0,0.0
globi,node_removal,1,0.1111,0.1111,0.1111,9,9,0.0,0.0,0.0,11,4,5,0,0.0
globi,node_removal,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,14,3,11,0,0.0
globi,edge_deletion,0,0.0667,0.0667,0.0667,15,15,0.1667,0.1667,0.1667,12,12,3,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,11,10,0.2,0.25,0.2222,10,8,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,5,5,7,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,15,4,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,12,11,0.0,0.0,0.0,12,11,6,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,18,18,0.0,0.0,0.0,18,18,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,18,18,0.0,0.0,0.0,7,7,11,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,8,3,0,0.0
globi,node_replacement,1,0.1111,0.1111,0.1111,18,18,0.0,0.0,0.0,18,18,32,0,0.0
globi,edge_deletion,1,0.1538,0.1538,0.1538,13,13,0.0,0.0,0.0,13,10,3,0,0.0
globi,node_removal,0,0.0,0.0,0.0,16,9,0.0,0.0,0.0,2,1,8,0,0.0
globi,edge_replacement,0,0.1,0.1,0.1,10,10,0.1,0.1,0.1,10,10,2,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,14,12,0.0,0.0,0.0,14,12,2,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,11,10,0.0,0.0,0.0,10,10,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,8,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,1,14,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,15,11,0.0,0.0,0.0,15,11,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,11,9,0.0,0.0,0.0,9,7,2,0,0.0
globi,node_removal,0,0.3636,0.3636,0.3636,11,11,0.2,0.2,0.2,5,5,6,3,0.5
globi,node_removal,0,0.1111,0.1111,0.1111,9,9,0.2,0.5,0.2857,5,2,7,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,10,2,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,14,13,0.0,0.0,0.0,14,13,18,0,0.0
globi,node_replacement,1,0.1053,0.1333,0.1176,19,15,0.0,0.0,0.0,19,15,20,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,16,16,0.0,0.0,0.0,16,16,20,0,0.0
globi,node_removal,1,0.0909,0.0909,0.0909,11,11,0.0909,0.1111,0.1,11,9,2,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,17,17,0.0,0.0,0.0,15,15,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,18,17,0.0,0.0,0.0,17,2,15,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,9,9,14,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,7,7,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,16,6,8,0,0.0
globi,node_removal,1,0.1176,0.1333,0.125,17,15,0.0,0.0,0.0,16,7,8,0,0.0
globi,node_removal,1,0.0,0.0,0.0,17,17,0.0,0.0,0.0,17,12,5,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,8,8,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,5,4,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,18,18,0.0,0.0,0.0,18,18,32,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,11,11,4,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,13,13,24,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,8,0,0.0
globi,edge_deletion,1,0.0625,0.0625,0.0625,16,16,0.1111,0.1667,0.1333,18,12,4,0,0.0
globi,edge_deletion,0,0.0833,0.0833,0.0833,12,12,0.0,0.0,0.0,9,9,3,1,0.3333
globi,edge_deletion,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,10,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,9,0.0,0.0,0.0,2,2,7,0,0.0
globi,node_removal,1,0.0714,0.0714,0.0714,14,14,0.0,0.0,0.0,14,3,11,1,0.0909
globi,edge_deletion,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,8,3,0,0.0
globi,node_removal,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,13,5,7,0,0.0
globi,edge_deletion,1,0.0667,0.0909,0.0769,15,11,0.1538,0.2222,0.1818,13,9,2,0,0.0
globi,node_removal,0,0.2143,0.2143,0.2143,14,14,0.0,0.0,0.0,4,3,11,3,0.2727
globi,edge_replacement,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,13,12,2,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,14,14,0.0,0.0,0.0,10,10,4,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,6,2,9,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,13,11,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,16,16,0.1667,0.1667,0.1667,12,12,4,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,12,10,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,18,18,0.0,0.0,0.0,18,18,18,0,0.0
globi,edge_deletion,0,0.0714,0.0714,0.0714,14,14,0.0714,0.0909,0.08,14,11,3,0,0.0
globi,node_removal,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,6,4,0,0.0
globi,edge_replacement,1,0.2941,0.2941,0.2941,17,17,0.2353,0.2353,0.2353,17,17,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,4,1,12,0,0.0
globi,node_replacement,1,0.1111,0.1333,0.1212,18,15,0.0,0.0,0.0,17,15,26,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,13,12,0.0,0.0,0.0,12,9,3,0,0.0
globi,node_removal,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,4,7,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,11,10,0.0,0.0,0.0,10,8,2,0,0.0
globi,edge_replacement,0,0.2,0.2,0.2,15,15,0.4,0.4,0.4,15,15,4,0,0.0
globi,edge_replacement,0,0.0625,0.0625,0.0625,16,16,0.0625,0.0625,0.0625,16,16,4,0,0.0
globi,node_replacement,1,0.1538,0.1538,0.1538,13,13,0.0,0.0,0.0,13,13,20,0,0.0
globi,edge_deletion,1,0.1765,0.1765,0.1765,17,17,0.0,0.0,0.0,17,12,5,0,0.0
globi,node_removal,1,0.0667,0.0667,0.0667,15,15,0.0,0.0,0.0,15,2,13,0,0.0
globi,node_removal,0,0.2,0.2,0.2,15,15,0.0,0.0,0.0,1,1,14,3,0.2143
globi,node_removal,0,0.0,0.0,0.0,18,18,0.0,0.0,0.0,3,1,17,0,0.0
globi,node_removal,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,5,2,7,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,10,9,12,0,0.0
globi,edge_deletion,0,0.2727,0.2727,0.2727,11,11,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_deletion,1,0.0556,0.0556,0.0556,18,18,0.0556,0.0667,0.0606,18,15,3,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,18,17,0.0,0.0,0.0,17,13,4,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,14,12,0.0,0.0,0.0,12,10,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,12,11,0.0,0.0,0.0,12,9,2,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,12,10,2,0,0.0
globi,edge_replacement,0,0.3,0.3333,0.3158,10,9,0.3,0.3333,0.3158,10,9,2,2,1.0
globi,edge_replacement,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,4,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,10,10,3,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,11,18,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,12,12,3,0,0.0
globi,node_replacement,1,0.0556,0.0556,0.0556,18,18,0.0556,0.0556,0.0556,18,18,22,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,18,18,0.0556,0.0556,0.0556,18,18,4,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,15,14,0.0,0.0,0.0,14,11,3,0,0.0
globi,edge_deletion,1,0.1818,0.1818,0.1818,11,11,0.0909,0.125,0.1053,11,8,3,0,0.0
globi,node_removal,0,0.0625,0.0625,0.0625,16,16,0.0,0.0,0.0,11,11,5,1,0.2
globi,node_removal,0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,8,8,5,0,0.0
globi,node_removal,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,6,6,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,14,0,0.0
globi,node_removal,0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,8,8,8,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,9,16,0,0.0
globi,node_removal,0,0.0,0.0,0.0,10,11,0.0,0.0,0.0,8,5,6,0,0.0
globi,node_replacement,0,0.1,0.1,0.1,10,10,0.1,0.1,0.1,10,10,16,0,0.0
globi,node_removal,0,0.0,0.0,0.0,18,18,0.3333,0.3333,0.3333,6,6,12,0,0.0
globi,node_removal,1,0.1429,0.1818,0.16,14,11,0.0588,0.1667,0.087,17,6,5,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,16,15,0.0,0.0,0.0,15,15,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,9,2,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,12,11,14,0,0.0
globi,node_removal,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,8,6,9,0,0.0
globi,edge_deletion,0,0.0909,0.1,0.0952,11,10,0.125,0.125,0.125,8,8,2,0,0.0
globi,edge_deletion,0,0.0769,0.0769,0.0769,13,13,0.0,0.0,0.0,12,10,3,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,14,14,0.0,0.0,0.0,17,11,3,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,7,7,4,0,0.0
globi,node_replacement,1,0.0714,0.0909,0.08,14,11,0.0,0.0,0.0,14,11,20,0,0.0
globi,edge_deletion,1,0.0833,0.0833,0.0833,12,12,0.0833,0.125,0.1,12,8,4,0,0.0
globi,node_removal,1,0.0769,0.0769,0.0769,13,13,0.0769,0.25,0.1176,13,4,9,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,16,16,0.0,0.0,0.0,16,16,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,14,8,6,0,0.0
globi,node_removal,0,0.0,0.0,0.0,14,13,0.0,0.0,0.0,5,3,10,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,16,16,0.0,0.0,0.0,17,16,24,0,0.0
globi,node_removal,0,0.0,0.0,0.0,17,9,0.0,0.0,0.0,9,3,6,0,0.0
globi,node_removal,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,14,2,8,0,0.0
globi,node_removal,0,0.1333,0.1538,0.1429,15,13,0.1667,0.25,0.2,6,4,9,1,0.1111
globi,node_replacement,0,0.0,0.0,0.0,10,9,0.0,0.0,0.0,9,9,16,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,12,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,8,8,3,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,18,16,2,0,0.0
globi,node_removal,0,0.2,0.2,0.2,10,10,0.25,0.5,0.3333,8,4,6,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,8,8,3,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,11,9,0.0,0.0,0.0,9,9,2,0,0.0
globi,node_replacement,1,0.0909,0.0909,0.0909,11,11,0.0909,0.0909,0.0909,11,11,8,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,18,17,0.0,0.0,0.0,17,17,2,0,0.0
globi,edge_deletion,1,0.1,0.1111,0.1053,10,9,0.0714,0.1429,0.0952,14,7,2,0,0.0
globi,edge_deletion,0,0.0588,0.0667,0.0625,17,15,0.0769,0.0833,0.08,13,12,3,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,14,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,12,22,0,0.0
globi,node_removal,0,0.1538,0.1667,0.16,13,12,0.2,1.0,0.3333,5,1,11,1,0.0909
globi,edge_replacement,0,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,12,2,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,6,3,8,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,10,18,0,0.0
globi,node_removal,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,8,7,8,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,19,18,0.0,0.0,0.0,18,15,3,0,0.0
globi,node_removal,1,0.0,0.0,0.0,16,12,0.0,0.0,0.0,15,1,11,0,0.0
globi,edge_deletion,1,0.0556,0.0556,0.0556,18,18,0.0,0.0,0.0,18,15,3,0,0.0
globi,node_removal,0,0.0769,0.0769,0.0769,13,13,0.0,0.0,0.0,5,5,8,1,0.125
globi,node_removal,0,0.0,0.0,0.0,12,11,0.0,0.0,0.0,6,6,5,0,0.0
globi,node_removal,0,0.0,0.0,0.0,11,11,0.0,0.0,0.0,9,9,2,0,0.0
globi,edge_replacement,1,0.1,0.1,0.1,10,10,0.0,0.0,0.0,10,10,2,0,0.0
globi,edge_deletion,0,0.0769,0.0769,0.0769,13,13,0.0909,0.1,0.0952,11,10,3,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,14,14,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,1,9,0,0.0
globi,node_replacement,1,0.0833,0.0833,0.0833,12,12,0.0,0.0,0.0,12,12,20,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,11,10,0.0,0.0,0.0,11,10,20,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,16,16,0.0,0.0,0.0,16,16,20,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,14,10,4,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,15,12,0.0,0.0,0.0,15,12,20,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,9,2,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,14,13,0.0,0.0,0.0,15,11,2,0,0.0
globi,edge_replacement,1,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,15,4,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,14,14,0.0,0.0,0.0,14,14,24,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,18,18,0.0,0.0,0.0,18,18,28,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,13,13,0.0,0.0,0.0,11,11,2,0,0.0
globi,edge_deletion,0,0.0,0.0,0.0,17,17,0.0,0.0,0.0,13,13,4,0,0.0
globi,node_removal,1,0.0,0.0,0.0,9,9,0.0,0.0,0.0,9,4,5,0,0.0
globi,edge_replacement,0,0.0,0.0,0.0,12,12,0.0833,0.0833,0.0833,12,12,4,0,0.0
globi,node_removal,1,0.0,0.0,0.0,13,13,0.0,0.0,0.0,13,4,9,0,0.0
globi,node_removal,0,0.0,0.0,0.0,16,16,0.0,0.0,0.0,11,11,5,0,0.0
globi,node_removal,0,0.1875,0.2,0.1935,16,15,0.3,0.3333,0.3158,10,9,6,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,13,13,0.0,0.0,0.0,13,11,2,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,11,22,0,0.0
globi,node_replacement,0,0.0909,0.0909,0.0909,11,11,0.0909,0.0909,0.0909,11,11,16,2,0.125
globi,edge_replacement,1,0.0,0.0,0.0,12,12,0.25,0.25,0.25,12,12,2,0,0.0
globi,node_removal,1,0.0,0.0,0.0,10,10,0.0,0.0,0.0,10,3,7,0,0.0
globi,edge_deletion,1,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,12,3,0,0.0
globi,node_replacement,1,0.1538,0.1538,0.1538,13,13,0.0,0.0,0.0,14,13,24,0,0.0
globi,node_replacement,1,0.0,0.0,0.0,11,11,0.0,0.0,0.0,11,11,18,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,15,28,0,0.0
globi,node_removal,1,0.0,0.0,0.0,12,12,0.0,0.0,0.0,12,1,11,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,15,14,0.0,0.0,0.0,14,14,18,0,0.0
globi,node_replacement,0,0.0,0.0,0.0,15,15,0.0,0.0,0.0,15,15,20,0,0.0
globi,edge_replacement,0,0.0588,0.0588,0.0588,17,17,0.0588,0.0588,0.0588,17,17,4,0,0.0
globi,node_replacement,0,0.0769,0.0769,0.0769,13,13,0.0,0.0,0.0,13,13,24,1,0.0417
globi,edge_deletion,1,0.1818,0.1818,0.1818,11,11,0.1818,0.2222,0.2,11,9,2,0,0.0
