id,paragraph_1,kg_1,paragraph_2,kg_2
54,"Enflurane increases the effect of myocardial depression and the efficacy of xenon. Additionally, enflurane has a side effect of causing liver injury. Xenon, on the other hand, enhances the efficacy of etomidate, fentanyl, and nitrous oxide.","[[""Enflurane"", ""increases"", ""myocardial_depression""], [""Enflurane"", ""increases_efficacy_of"", ""Xenon""], [""Enflurane"", ""has_side_effect"", ""liver_injury""], [""Xenon"", ""enhances_efficacy_of"", ""Etomidate""], [""Xenon"", ""enhances_efficacy_of"", ""Fentanyl""], [""Xenon"", ""enhances_efficacy_of"", ""Nitrous_Oxide""]]","Enflurane is known to increase the effect of myocardial depression and the efficacy of xenon. Additionally, enflurane has been associated with the side effect of liver injury. Xenon, on the other hand, increases the efficacy of etomidate, fentanyl, and nitrous oxide.","[[""Enflurane"", ""increases"", ""myocardial_depression""], [""Enflurane"", ""increases_efficacy_of"", ""Xenon""], [""Enflurane"", ""has_side_effect"", ""liver_injury""], [""Xenon"", ""increases_efficacy_of"", ""Etomidate""], [""Xenon"", ""increases_efficacy_of"", ""Fentanyl""], [""Xenon"", ""increases_efficacy_of"", ""Nitrous_Oxide""]]"
55,"Andexanet alfa decreases the efficacy of both edetic acid and bemiparin. Melagatran decreases the efficacy of cefdinir. Antithrombin III human decreases the efficacy of catridecacog, kallidinogenase, and andexanet alfa. Brinase decreases the efficacy of polythiazide, fibrinogen human, and cefroxadine. Catridecacog decreases the efficacy of lepirudin, brinase, and melagatran. Kallidinogenase decreases the efficacy of dabigatran etexilate, edoxaban, and monteplase.","[[""Andexanet_alfa"", ""decreases_efficacy_of"", ""edetic_acid""], [""Andexanet_alfa"", ""decreases_efficacy_of"", ""bemiparin""], [""Melagatran"", ""decreases_efficacy_of"", ""cefdinir""], [""Antithrombin_III_human"", ""decreases_efficacy_of"", ""catridecacog""], [""Antithrombin_III_human"", ""decreases_efficacy_of"", ""kallidinogenase""], [""Antithrombin_III_human"", ""decreases_efficacy_of"", ""andexanet_alfa""], [""Brinase"", ""decreases_efficacy_of"", ""polythiazide""], [""Brinase"", ""decreases_efficacy_of"", ""fibrinogen_human""], [""Brinase"", ""decreases_efficacy_of"", ""cefoxadine""], [""Catridecacog"", ""decreases_efficacy_of"", ""lepirudin""], [""Catridecacog"", ""decreases_efficacy_of"", ""brinase""], [""Catridecacog"", ""decreases_efficacy_of"", ""melagatran""], [""Kallidinogenase"", ""decreases_efficacy_of"", ""dabigatran_etexilate""], [""Kallidinogenase"", ""decreases_efficacy_of"", ""edoxaban""], [""Kallidinogenase"", ""decreases_efficacy_of"", ""monteplase""]]",Andexanet alfa decreases the efficacy of both edetic acid and bemiparin. Melagatran decreases the efficacy of cefdinir. Brinase decreases the efficacy of cefroxadine.,"[[""Andexanet_alfa"", ""decreases_efficacy_of"", ""edetic_acid""], [""Andexanet_alfa"", ""decreases_efficacy_of"", ""bemiparin""], [""Melagatran"", ""decreases_efficacy_of"", ""cefdinir""], [""Brinase"", ""decreases_efficacy_of"", ""cefoxadine""]]"
56,"Calcium levulinate decreases the efficacy of liothyronine, verapamil, and mepindolol. Liothyronine, in turn, decreases the efficacy of pioglitazone, dexpropranolol, and calcium glubionate anhydrous. Pioglitazone decreases the efficacy of articaine. Mepindolol decreases the efficacy of lisdexamfetamine, adrafinil, and amitraz. Verapamil decreases the efficacy of calcium pangamate and alloin; it also has a side effect of causing macule.",[],"The drug calcium levulinate decreases the efficacy of liothyronine, verapamil, and mepindolol. Liothyronine, in turn, decreases the efficacy of pioglitazone, dexpropranolol, and calcium glubionate anhydrous. Pioglitazone decreases the efficacy of articaine. Additionally, mepindolol decreases the efficacy of lisdexamfetamine, adrafinil, and amitraz. Verapamil decreases the efficacy of calcium pangamate and alloin, while also causing the side effect of Macule.",[]
57,"Dezocine decreases the efficacy of multiple drugs including spironolactone, levallorphan, and spiradoline. Levorphanol also decreases the efficacy of torasemide, dipotassium phosphate, and konjac mannan. In addition, Axelopran decreases the efficacy of morphine, levorphanol, and dezocine.","[[""Dezocine"", ""decreases_efficacy_of"", ""spironolactone""], [""Dezocine"", ""decreases_efficacy_of"", ""levallorphan""], [""Dezocine"", ""decreases_efficacy_of"", ""spiradoline""], [""Levorphanol"", ""decreases_efficacy_of"", ""torasemide""], [""Levorphanol"", ""decreases_efficacy_of"", ""dipotassium_phosphate""], [""Levorphanol"", ""decreases_efficacy_of"", ""konjac_mannan""], [""Axelopran"", ""decreases_efficacy_of"", ""morphine""], [""Axelopran"", ""decreases_efficacy_of"", ""levorphanol""], [""Axelopran"", ""decreases_efficacy_of"", ""dezocine""]]","The drug dezocine decreases the efficacy of spironolactone, levallorphan, and spiradoline. Levorphanol also decreases the efficacy of torasemide, dipotassium phosphate, and konjac mannan. Additionally, axelopran reduces the efficacy of morphine.","[[""Dezocine"", ""decreases_efficacy_of"", ""spironolactone""], [""Dezocine"", ""decreases_efficacy_of"", ""levallorphan""], [""Dezocine"", ""decreases_efficacy_of"", ""spiradoline""], [""Levorphanol"", ""decreases_efficacy_of"", ""torasemide""], [""Levorphanol"", ""decreases_efficacy_of"", ""dipotassium_phosphate""], [""Levorphanol"", ""decreases_efficacy_of"", ""konjac_mannan""], [""Axelopran"", ""reduces_efficacy_of"", ""morphine""]]"
58,"The drug bucindolol decreases the efficacy of ritodrine and increases the efficacy of teneligliptin and remogliflozin etabonate. Trichlormethiazide decreases the efficacy of bivalirudin and butorphanol, but increases the efficacy of terazosin. Phenoxybenzamine increases the efficacy of trichlormethiazide, while decreasing the efficacy of chlorphentermine, and higenamine. Higenamine decreases the efficacy of promazine, acebutolol, and bucindolol. Chlorphentermine decreases the efficacy of guanadrel and buflomedil, while increasing the efficacy of opipramol. Acebutolol increases the efficacy of insulin detemir and has a side effect of short-term memory loss.",[],"The drug bucindolol both decreases the efficacy of ritodrine and increases the efficacy of teneligliptin and salmahyrtisol b. Trichlormethiazide decreases the efficacy of termicalcicolanone a and n-methylmesoporphyrin containing copper but increases the efficacy of terazosin. Phenoxybenzamine increases the efficacy of trichlormethiazide while decreasing the efficacy of chlorphentermine and higenamine. Higenamine decreases the efficacy of promazine, phelligridin i, and bucindolol. Chlorphentermine decreases the efficacy of aureoverticillactam and buflomedil but increases the efficacy of muplestim. Lastly, phelligridin i increases the efficacy of insulin detemir and has a side effect of arteriosclerosis.",[]
59,"The drug ofloxacin enhances the efficacy of gliclazide, gosogliptin, and ipragliflozin. Similarly, sulfaguanidine boosts the efficacy of tolazamide, glyburide, and tirzepatide. Furthermore, phenformin increases the efficacy of ofloxacin and sulfaguanidine while decreasing the efficacy of saquinavir.","[[""ofloxacin"", ""enhances"", ""gliclazide""], [""ofloxacin"", ""enhances"", ""gosogliptin""], [""ofloxacin"", ""enhances"", ""ipragliflozin""], [""sulfaguanidine"", ""boosts"", ""tolazamide""], [""sulfaguanidine"", ""boosts"", ""glyburide""], [""sulfaguanidine"", ""boosts"", ""tirzepatide""], [""phenformin"", ""increases"", ""ofloxacin""], [""phenformin"", ""increases"", ""sulfaguanidine""], [""phenformin"", ""decreases"", ""saquinavir""]]","Ofloxacin increases the efficacy of gliclazide, gosogliptin, and ipragliflozin. Additionally, sulfaguanidine increases the efficacy of tolazamide, glyburide, and tirzepatide. Conversely, phenformin decreases the efficacy of saquinavir.","[[""ofloxacin"", ""increases"", ""gliclazide""], [""ofloxacin"", ""increases"", ""gosogliptin""], [""ofloxacin"", ""increases"", ""ipragliflozin""], [""sulfaguanidine"", ""increases"", ""tolazamide""], [""sulfaguanidine"", ""increases"", ""glyburide""], [""sulfaguanidine"", ""increases"", ""tirzepatide""], [""phenformin"", ""decreases"", ""saquinavir""]]"
60,"Ebastine increases the effect of bradycardia, as well as the efficacy of levonordefrin. Conversely, ebastine decreases the efficacy of olutasidenib, which in turn decreases the efficacy of dexamethasone, fosphenytoin, and rifamycin. Fosphenytoin has a side effect of ileus. Levonordefrin decreases the efficacy of amitriptyline, but increases the efficacy of orciprenaline and tyramine.","[[""Ebastine"", ""increases"", ""bradycardia""], [""Ebastine"", ""increases"", ""levonordefrin""], [""Ebastine"", ""decreases"", ""olutasidenib""], [""Olutasidenib"", ""decreases"", ""dexamethasone""], [""Olutasidenib"", ""decreases"", ""fosphenytoin""], [""Olutasidenib"", ""decreases"", ""rifamycin""], [""Fosphenytoin"", ""has_side_effect"", ""ileus""], [""Levonordefrin"", ""decreases"", ""amitriptyline""], [""Levonordefrin"", ""increases"", ""orciprenaline""], [""Levonordefrin"", ""increases"", ""tyramine""]]","Ebastine increases the efficacy of levonordefrin but decreases the efficacy of olutasidenib. It also decreases the effect of bradycardia. Olutasidenib, on the other hand, decreases the efficacy of dexamethasone, fosphenytoin, and rifamycin. Additionally, fosphenytoin has the side effect of causing ileus. Levonordefrin decreases the efficacy of amitriptyline but increases the efficacy of orciprenaline and tyramine.","[[""Ebastine"", ""increases"", ""levonordefrin""], [""Ebastine"", ""decreases"", ""olutasidenib""], [""Ebastine"", ""decreases"", ""bradycardia""], [""Olutasidenib"", ""decreases"", ""dexamethasone""], [""Olutasidenib"", ""decreases"", ""fosphenytoin""], [""Olutasidenib"", ""decreases"", ""rifamycin""], [""Fosphenytoin"", ""has_side_effect"", ""ileus""], [""Levonordefrin"", ""decreases"", ""amitriptyline""], [""Levonordefrin"", ""increases"", ""orciprenaline""], [""Levonordefrin"", ""increases"", ""tyramine""]]"
61,"The drug potassium iodide decreases the efficacy of pd173955, bosutinib, and erdafitinib. Bosutinib targets proto-oncogene tyrosine-protein kinase src and also decreases the efficacy of 3,5-diiodotyrosine and rindopepimut. Erdafitinib decreases the efficacy of methylthiouracil and elcatonin. Propylthiouracil decreases the efficacy of glesatinib, radotinib, and deucravacitinib. Selumetinib decreases the efficacy of propylthiouracil and potassium iodide. Selumetinib also affects cytochrome p450 family 2 subfamily c member 19, which is known to cause conditions such as lymphoma, coronary restenosis, and mycoses. Additionally, pd173955 decreases the efficacy of carbimazole.","[[""potassium_iodide"", ""decreases_efficacy_of"", ""pd173955""], [""potassium_iodide"", ""decreases_efficacy_of"", ""bosutinib""], [""potassium_iodide"", ""decreases_efficacy_of"", ""erdafitinib""], [""bosutinib"", ""targets"", ""proto-oncogene_tyrosine-protein_kinase_src""], [""bosutinib"", ""decreases_efficacy_of"", ""3,5-diiodotyrosine""], [""bosutinib"", ""decreases_efficacy_of"", ""rindopepimut""], [""erdafitinib"", ""decreases_efficacy_of"", ""methylthiouracil""], [""erdafitinib"", ""decreases_efficacy_of"", ""elcatonin""], [""propylthiouracil"", ""decreases_efficacy_of"", ""glesatinib""], [""propylthiouracil"", ""decreases_efficacy_of"", ""radotinib""], [""propylthiouracil"", ""decreases_efficacy_of"", ""deucravacitinib""], [""selumetinib"", ""decreases_efficacy_of"", ""propylthiouracil""], [""selumetinib"", ""decreases_efficacy_of"", ""potassium_iodide""], [""selumetinib"", ""affects"", ""cytochrome_p450_family_2_subfamily_c_member_19""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""lymphoma""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""coronary_restenosis""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""mycoses""], [""pd173955"", ""decreases_efficacy_of"", ""carbimazole""]]","The drug potassium iodide decreases the efficacy of the drugs pd173955, bosutinib, and erdafitinib. 

Bosutinib, in turn, has a target on the proto-oncogene tyrosine-protein kinase src but decreases the efficacy of 3,5-diiodotyrosine and rindopepimut. 

Erdafitinib decreases the efficacy of methylthiouracil and elcatonin.

Propylthiouracil decreases the efficacy of glesatinib, radotinib, and deucravacitinib.

Selumetinib decreases the efficacy of propylthiouracil and potassium iodide. 

Furthermore, selumetinib is known to affect the cytochrome p450 family 2 subfamily c member 19 which is implicated in conditions such as lymphoma, coronary restenosis, and mycoses.

Additionally, pd173955 decreases the efficacy of carbimazole.","[[""potassium_iodide"", ""decreases_efficacy_of"", ""pd173955""], [""potassium_iodide"", ""decreases_efficacy_of"", ""bosutinib""], [""potassium_iodide"", ""decreases_efficacy_of"", ""erdafitinib""], [""bosutinib"", ""targets"", ""proto-oncogene_tyrosine-protein_kinase_src""], [""bosutinib"", ""decreases_efficacy_of"", ""3,5-diiodotyrosine""], [""bosutinib"", ""decreases_efficacy_of"", ""rindopepimut""], [""erdafitinib"", ""decreases_efficacy_of"", ""methylthiouracil""], [""erdafitinib"", ""decreases_efficacy_of"", ""elcatonin""], [""propylthiouracil"", ""decreases_efficacy_of"", ""glesatinib""], [""propylthiouracil"", ""decreases_efficacy_of"", ""radotinib""], [""propylthiouracil"", ""decreases_efficacy_of"", ""deucravacitinib""], [""selumetinib"", ""decreases_efficacy_of"", ""propylthiouracil""], [""selumetinib"", ""decreases_efficacy_of"", ""potassium_iodide""], [""selumetinib"", ""affects"", ""cytochrome_p450_family_2_subfamily_c_member_19""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""lymphoma""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""coronary_restenosis""], [""cytochrome_p450_family_2_subfamily_c_member_19"", ""implicated_in"", ""mycoses""], [""pd173955"", ""decreases_efficacy_of"", ""carbimazole""]]"
1,"The drug bunazosin decreases the efficacy of naphazoline, protokylol, and norfenefrine. Bisoprolol decreases the efficacy of calcium acetate and calcium lactate gluconate. Protokylol increases the efficacy of etilefrine and histapyrrodine. Naphazoline decreases the efficacy of tolazoline, propafenone, and celiprolol. Nadolol increases the efficacy of exenatide and insulin aspart, but decreases the efficacy of moxonidine. Cirazoline decreases the efficacy of bisoprolol, nadolol, and bunazosin.","[[""bunazosin"", ""decreases_efficacy_of"", ""naphazoline""], [""bunazosin"", ""decreases_efficacy_of"", ""protokylol""], [""bunazosin"", ""decreases_efficacy_of"", ""norfenefrine""], [""bisoprolol"", ""decreases_efficacy_of"", ""calcium_acetate""], [""bisoprolol"", ""decreases_efficacy_of"", ""calcium_lactate_gluconate""], [""protokylol"", ""increases_efficacy_of"", ""etilefrine""], [""protokylol"", ""increases_efficacy_of"", ""histapyrrodine""], [""naphazoline"", ""decreases_efficacy_of"", ""tolazoline""], [""naphazoline"", ""decreases_efficacy_of"", ""propafenone""], [""naphazoline"", ""decreases_efficacy_of"", ""celiprolol""], [""nadolol"", ""increases_efficacy_of"", ""exenatide""], [""nadolol"", ""increases_efficacy_of"", ""insulin_aspart""], [""nadolol"", ""decreases_efficacy_of"", ""moxonidine""], [""cirazoline"", ""decreases_efficacy_of"", ""bisoprolol""], [""cirazoline"", ""decreases_efficacy_of"", ""nadolol""], [""cirazoline"", ""decreases_efficacy_of"", ""bunazosin""]]","The drug bunazosin decreases the efficacy of naphazoline, protokylol, and norfenefrine. Additionally, bisoprolol decreases the efficacy of calcium acetate and calcium lactate gluconate. On the other hand, protokylol increases the efficacy of etilefrine and histapyrrodine. The usage of naphazoline reduces the efficacy of tolazoline, propafenone, and celiprolol. Moreover, nadolol can increase the efficacy of exenatide and insulin aspart, but it decreases the efficacy of moxonidine. Lastly, cirazoline decreases the efficacy of bisoprolol, nadolol, and bunazosin.","[[""bunazosin"", ""decreases_efficacy_of"", ""naphazoline""], [""bunazosin"", ""decreases_efficacy_of"", ""protokylol""], [""bunazosin"", ""decreases_efficacy_of"", ""norfenefrine""], [""bisoprolol"", ""decreases_efficacy_of"", ""calcium_acetate""], [""bisoprolol"", ""decreases_efficacy_of"", ""calcium_lactate_gluconate""], [""protokylol"", ""increases_efficacy_of"", ""etilefrine""], [""protokylol"", ""increases_efficacy_of"", ""histapyrrodine""], [""naphazoline"", ""reduces_efficacy_of"", ""tolazoline""], [""naphazoline"", ""reduces_efficacy_of"", ""propafenone""], [""naphazoline"", ""reduces_efficacy_of"", ""celiprolol""], [""nadolol"", ""increases_efficacy_of"", ""exenatide""], [""nadolol"", ""increases_efficacy_of"", ""insulin_aspart""], [""nadolol"", ""decreases_efficacy_of"", ""moxonidine""], [""cirazoline"", ""decreases_efficacy_of"", ""bisoprolol""], [""cirazoline"", ""decreases_efficacy_of"", ""nadolol""], [""cirazoline"", ""decreases_efficacy_of"", ""bunazosin""]]"
2,"Buthiazide increases the efficacy of glipizide and decreases the efficacy of verinurad and benzhydrocodone. Torasemide is affecting adducin 1 and has an indication for diuresis. Additionally, torasemide decreases the efficacy of mofebutazone. Estetrol decreases the efficacy of streptomycin, chenodeoxycholic acid, and nigericin. Luseogliflozin decreases the efficacy of torasemide and estetrol, but increases the efficacy of buthiazide.","[[""Buthiazide"", ""increases_efficacy_of"", ""Glipizide""], [""Buthiazide"", ""decreases_efficacy_of"", ""Verinurad""], [""Buthiazide"", ""decreases_efficacy_of"", ""Benzhydrocodone""], [""Torasemide"", ""affects"", ""Adducin_1""], [""Torasemide"", ""indication_for"", ""Diuresis""], [""Torasemide"", ""decreases_efficacy_of"", ""Mofebutazone""], [""Estetrol"", ""decreases_efficacy_of"", ""Streptomycin""], [""Estetrol"", ""decreases_efficacy_of"", ""Chenodeoxycholic_acid""], [""Estetrol"", ""decreases_efficacy_of"", ""Nigericin""], [""Luseogliflozin"", ""decreases_efficacy_of"", ""Torasemide""], [""Luseogliflozin"", ""decreases_efficacy_of"", ""Estetrol""], [""Luseogliflozin"", ""increases_efficacy_of"", ""Buthiazide""]]","The drug buthiazide can both increase the efficacy of glipizide and decrease the efficacy of verinurad and benzhydrocodone. Similarly, luseogliflozin can increase the efficacy of buthiazide. 

Torasemide is affecting adducin 1 and has an indication for diuresis. It also decreases the efficacy of mofebutazone.

On the other hand, estetrol decreases the efficacy of streptomycin, chenodeoxycholic acid, and nigericin.","[[""Buthiazide"", ""increases_efficacy_of"", ""Glipizide""], [""Buthiazide"", ""decreases_efficacy_of"", ""Verinurad""], [""Buthiazide"", ""decreases_efficacy_of"", ""Benzhydrocodone""], [""Luseogliflozin"", ""increases_efficacy_of"", ""Buthiazide""], [""Torasemide"", ""affects"", ""Adducin_1""], [""Torasemide"", ""indication_for"", ""Diuresis""], [""Torasemide"", ""decreases_efficacy_of"", ""Mofebutazone""], [""Estetrol"", ""decreases_efficacy_of"", ""Streptomycin""], [""Estetrol"", ""decreases_efficacy_of"", ""Chenodeoxycholic_acid""], [""Estetrol"", ""decreases_efficacy_of"", ""Nigericin""]]"
3,"The compound 9-deazaguanine increases the activity of the hypotensive activities and decreases the efficacy of halazepam. Pinazepam increases the effect of neuropsychiatric effects, while decreasing the efficacy of 9-deazaguanine and proxyphylline. Proxyphylline has activity in the hyperkalemic activities and decreases the efficacy of delorazepam.","[[""9-deazaguanine"", ""increases"", ""hypotensive_activities""], [""9-deazaguanine"", ""decreases"", ""halazepam""], [""Pinazepam"", ""increases"", ""neuropsychiatric_effects""], [""Pinazepam"", ""decreases"", ""9-deazaguanine""], [""Pinazepam"", ""decreases"", ""proxyphylline""], [""Proxyphylline"", ""has_activity_in"", ""hyperkalemic_activities""], [""Proxyphylline"", ""decreases"", ""delorazepam""]]","The compound 9-deazaguanine is known to increase the activity of the hypotensive activities, while at the same time decreasing the efficacy of halazepam. Pinazepam has been shown to increase the effect of neuropsychiatric effects, but it decreases the efficacy of 9-deazaguanine and proxyphylline. Proxyphylline has activity related to the hyperkalemic activities, however, it decreases the efficacy of delorazepam.","[[""9-deazaguanine"", ""increases"", ""hypotensive_activities""], [""9-deazaguanine"", ""decreases"", ""halazepam""], [""Pinazepam"", ""increases"", ""neuropsychiatric_effects""], [""Pinazepam"", ""decreases"", ""9-deazaguanine""], [""Pinazepam"", ""decreases"", ""proxyphylline""], [""Proxyphylline"", ""has_activity_related_to"", ""hyperkalemic_activities""], [""Proxyphylline"", ""decreases"", ""delorazepam""]]"
56,"Calcium levulinate decreases the efficacy of liothyronine, verapamil, and mepindolol. Liothyronine, in turn, decreases the efficacy of pioglitazone, dexpropranolol, and calcium glubionate anhydrous. Pioglitazone decreases the efficacy of articaine. Mepindolol decreases the efficacy of lisdexamfetamine, adrafinil, and amitraz. Verapamil decreases the efficacy of calcium pangamate and alloin; it also has a side effect of causing macule.","[[""Calcium_levulinate"", ""decreases_efficacy_of"", ""Liothyronine""], [""Calcium_levulinate"", ""decreases_efficacy_of"", ""Verapamil""], [""Calcium_levulinate"", ""decreases_efficacy_of"", ""Mepindolol""], [""Liothyronine"", ""decreases_efficacy_of"", ""Pioglitazone""], [""Liothyronine"", ""decreases_efficacy_of"", ""Dexpropranolol""], [""Liothyronine"", ""decreases_efficacy_of"", ""Calcium_glubionate_anhydrous""], [""Pioglitazone"", ""decreases_efficacy_of"", ""Articaine""], [""Mepindolol"", ""decreases_efficacy_of"", ""Lisdexamfetamine""], [""Mepindolol"", ""decreases_efficacy_of"", ""Adrafinil""], [""Mepindolol"", ""decreases_efficacy_of"", ""Amitraz""], [""Verapamil"", ""decreases_efficacy_of"", ""Calcium_pangamate""], [""Verapamil"", ""decreases_efficacy_of"", ""Alloin""], [""Verapamil"", ""causes_side_effect"", ""Macule""]]","The drug calcium levulinate decreases the efficacy of liothyronine, verapamil, and mepindolol. Liothyronine, in turn, decreases the efficacy of pioglitazone, dexpropranolol, and calcium glubionate anhydrous. Pioglitazone decreases the efficacy of articaine. Additionally, mepindolol decreases the efficacy of lisdexamfetamine, adrafinil, and amitraz. Verapamil decreases the efficacy of calcium pangamate and alloin, while also causing the side effect of Macule.","[[""Calcium_levulinate"", ""decreases_efficacy_of"", ""Liothyronine""], [""Calcium_levulinate"", ""decreases_efficacy_of"", ""Verapamil""], [""Calcium_levulinate"", ""decreases_efficacy_of"", ""Mepindolol""], [""Liothyronine"", ""decreases_efficacy_of"", ""Pioglitazone""], [""Liothyronine"", ""decreases_efficacy_of"", ""Dexpropranolol""], [""Liothyronine"", ""decreases_efficacy_of"", ""Calcium_glubionate_anhydrous""], [""Pioglitazone"", ""decreases_efficacy_of"", ""Articaine""], [""Mepindolol"", ""decreases_efficacy_of"", ""Lisdexamfetamine""], [""Mepindolol"", ""decreases_efficacy_of"", ""Adrafinil""], [""Mepindolol"", ""decreases_efficacy_of"", ""Amitraz""], [""Verapamil"", ""decreases_efficacy_of"", ""Calcium_pangamate""], [""Verapamil"", ""decreases_efficacy_of"", ""Alloin""], [""Verapamil"", ""causes_side_effect"", ""Macule""]]"
58,"The drug bucindolol decreases the efficacy of ritodrine and increases the efficacy of teneligliptin and remogliflozin etabonate. Trichlormethiazide decreases the efficacy of bivalirudin and butorphanol, but increases the efficacy of terazosin. Phenoxybenzamine increases the efficacy of trichlormethiazide, while decreasing the efficacy of chlorphentermine, and higenamine. Higenamine decreases the efficacy of promazine, acebutolol, and bucindolol. Chlorphentermine decreases the efficacy of guanadrel and buflomedil, while increasing the efficacy of opipramol. Acebutolol increases the efficacy of insulin detemir and has a side effect of short-term memory loss.","[[""bucindolol"", ""decreases_efficacy_of"", ""ritodrine""], [""bucindolol"", ""increases_efficacy_of"", ""teneligliptin""], [""bucindolol"", ""increases_efficacy_of"", ""remogliflozin_etabonate""], [""trichlormethiazide"", ""decreases_efficacy_of"", ""bivalirudin""], [""trichlormethiazide"", ""decreases_efficacy_of"", ""butorphanol""], [""trichlormethiazide"", ""increases_efficacy_of"", ""terazosin""], [""phenoxybenzamine"", ""increases_efficacy_of"", ""trichlormethiazide""], [""phenoxybenzamine"", ""decreases_efficacy_of"", ""chlorphentermine""], [""phenoxybenzamine"", ""decreases_efficacy_of"", ""higenamine""], [""higenamine"", ""decreases_efficacy_of"", ""promazine""], [""higenamine"", ""decreases_efficacy_of"", ""acebutolol""], [""higenamine"", ""decreases_efficacy_of"", ""bucindolol""], [""chlorphentermine"", ""decreases_efficacy_of"", ""guanadrel""], [""chlorphentermine"", ""decreases_efficacy_of"", ""buflomedil""], [""chlorphentermine"", ""increases_efficacy_of"", ""opipramol""], [""acebutolol"", ""increases_efficacy_of"", ""insulin_detemir""], [""acebutolol"", ""has_side_effect"", ""short-term_memory_loss""]]","The drug bucindolol both decreases the efficacy of ritodrine and increases the efficacy of teneligliptin and salmahyrtisol b. Trichlormethiazide decreases the efficacy of termicalcicolanone a and n-methylmesoporphyrin containing copper but increases the efficacy of terazosin. Phenoxybenzamine increases the efficacy of trichlormethiazide while decreasing the efficacy of chlorphentermine and higenamine. Higenamine decreases the efficacy of promazine, phelligridin i, and bucindolol. Chlorphentermine decreases the efficacy of aureoverticillactam and buflomedil but increases the efficacy of muplestim. Lastly, phelligridin i increases the efficacy of insulin detemir and has a side effect of arteriosclerosis.","[[""bucindolol"", ""decreases_efficacy_of"", ""ritodrine""], [""bucindolol"", ""increases_efficacy_of"", ""teneligliptin""], [""bucindolol"", ""increases_efficacy_of"", ""salmahyrtisol_b""], [""trichlormethiazide"", ""decreases_efficacy_of"", ""termicalcicolanone_a""], [""trichlormethiazide"", ""decreases_efficacy_of"", ""n-methylmesoporphyrin_containing_copper""], [""trichlormethiazide"", ""increases_efficacy_of"", ""terazosin""], [""phenoxybenzamine"", ""increases_efficacy_of"", ""trichlormethiazide""], [""phenoxybenzamine"", ""decreases_efficacy_of"", ""chlorphentermine""], [""phenoxybenzamine"", ""decreases_efficacy_of"", ""higenamine""], [""higenamine"", ""decreases_efficacy_of"", ""promazine""], [""higenamine"", ""decreases_efficacy_of"", ""phelligridin_i""], [""higenamine"", ""decreases_efficacy_of"", ""bucindolol""], [""chlorphentermine"", ""decreases_efficacy_of"", ""aureoverticillactam""], [""chlorphentermine"", ""decreases_efficacy_of"", ""buflomedil""], [""chlorphentermine"", ""increases_efficacy_of"", ""muplestim""], [""phelligridin_i"", ""increases_efficacy_of"", ""insulin_detemir""], [""phelligridin_i"", ""has_side_effect"", ""arteriosclerosis""]]"
