pair_id,question,context_snippet,response1,response2,label,perturbation_type,dataset_name
335,Do liquid-based preparations of urinary cytology perform differently than classically prepared cases?,The cytomorphology of liquid-based preparations in urine cytology is different than classic slide preparations.,"Liquid-based preparations performed significantly better in urinary cytology challenges when evaluating malignant categories in the College of American Pathologists interlaboratory comparison program. The liquid-based preparation challenges also performed better for the exact reference interpretation of HGUCA, but no difference was observed for adenocarcinoma challenges. Cytotechnologists perform better than pathologists for all slide types, as well as those demonstrating HGUCA. These results suggest that liquid-based preparations facilitate a more accurate diagnosis than conventional preparations.","Liquid-based preparations performed significantly better in urinary cytology challenges when evaluating malignant categories in the College of American Pathologists interlaboratory comparison program. Cytotechnologists perform good than pathologists for all swoop types, as well as those demonstrating HGUCA. The liquid-based preparation challenges also performed good for the exact reference reading of HGUCA, but no difference was observed for adenocarcinoma challenges. These findings indicate that liquid-based preparations facilitate a more accurate diagnosis than conventional preparations.",1,correct_paraphrase,pubmedqa_contextual
336,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,"In recent years, biofeedback has become increasingly popular for its proven success in peak performance training - the psychophysiological preparation of athletes for high-stakes sport competitions, such as the Olympic games. The aim of this research was to test whether an 8-week period of exposure to biofeedback training could improve the psychophysiological control over competitive anxiety and enhance athletic performance in participating subjects.","One year following completion of the training program, all participants from the experimental group indicated that they were still using the biofeedback - psycho-regulation skills. Furthermore, these participants uniformly reported believing that these skills had enhanced their athletic performance and general well-being.","One year following completion of the preparation program, all participants from the observational grouping indicated that they were still using the biofeedback - psycho-ordinance skills. Furthermore, these participants uniformly reported believing that these accomplishment had enhanced their acrobatic execution and general well-being.",1,correct_paraphrase,pubmedqa_contextual
337,Do European people with type 1 diabetes consume a high atherogenic diet?,"Individuals with type 1 diabetes have a high risk of developing cardiovascular diseases, and it has been reported that they consume a high atherogenic diet. We examined how nutrient intake and adherence to current European nutritional recommendations evolved in a large cohort of European individuals with type 1 diabetes over a period of 7 years.SUBJECTS/",European individuals with type 1 diabetes consume a high atherogenic diet as few patients met recommendations for dietary fibre and saturated fat. This study showed minor changes in dietary nutrients and energy intakes over a period of 7 years. Nutrition education needs particular focus on strategies to increase dietary fibre and reduce saturated fat to exploit their potential benefit.,a high atherogenic diet was consumed by European individuals with type 1 diabetes. This investigation showed minor changes in dietary nutrients and energy intakes over a period of 7 years. Nutrition education needs particular focus on strategies to elevate dietary fibre and reduce saturated fat to exploit their potential benefit.,1,correct_paraphrase,pubmedqa_contextual
338,Are increased carotid artery pulsatility and resistance indexes early signs of vascular abnormalities in young obese males?,"To provide insight into the factors by which obesity in itself may directly lead to early arterial damage, we aimed to determine early sonographic markers of obesity-related vascular dysfunction in young obese males.","Our results suggest that depressed vessel compliance and increased vascular resistance are features of young, obese, normotensive subjects independently of and in addition to cardiovascular risk factors. As changes in arterial wall properties may be incipient in young obese subjects, future studies will be required to demonstrate whether early intervention such as diet and exercise in this population can improve vascular functions.","Our consequence indicate that depressed vessel compliance and increased vascular resistance are features of young, obese, normotensive subjects independently of and in addition to cardiovascular probability factors. As alteration in arterial paries properties may be incipient in young corpulent subjects, next investigations will be required to demonstrate whether former intercession such as diet and exercise in this population can enhance vascular functions.",1,correct_paraphrase,pubmedqa_contextual
339,Attaining negative margins in breast-conservation operations: is there a consensus among breast surgeons?,The purpose of this survey was to ascertain the most common surgical practices for attaining negative (tumor-free) surgical margins in patients desiring breast-conservation treatment for breast cancer to see if a consensus exists for optimal treatment of patients.,"Results of this survey highlight the wide variety of practice patterns in the US for handling surgical margins in breast-conservation treatment. This issue remains controversial, with no prevailing standard of care. Consequently, additional study is needed in the modern era of multimodality treatment to examine the minimal amount of surgical treatment necessary, in conjunction with chemotherapy and radiation, to attain adequate local control rates in breast-conservation treatment.","findings of this survey highlight the broad variety of practice patterns in the US for handling surgical margins in chest-preservation therapy. This issue remains controversial, with no prevailing standard of care. Consequently, extra survey is needed in the modern era of multimodality treatment to examine the minimal amount of operative treatment necessary, in conjunction with chemotherapy and radiation, to attain adequate local dominance rates in breast-conservation treatment.",1,correct_paraphrase,pubmedqa_contextual
340,Lloyd-Davies position with Trendelenburg--a disaster waiting to happen?,"Lower limb compartment syndrome has been reported to occur after colorectal, urological, and gynecological procedures during which the patient's lower limbs are elevated for prolonged periods of time.","The use of the modified lithotomy position during pelvic surgery is not associated with lower limb ischemia. Addition of Trendelenburg position, however, causes profound ischemia of the lower limbs, and this is followed during the recovery period by hyperperfusion that is confined to the muscle compartments, which may put patients at risk of developing lower limb compartment syndrome.","Important differences about the clinical relevance of certain RBC-M terms exist between clinicians and CPs. Inclusion of interpretive comments on CBC reports is the clearest way to ensure that RBC-M changes are interpreted as intended by the CP. Reporting practices should be examined critically to improve communication, transparency, and ultimately medical decisions.",0,context_ignoring,pubmedqa_contextual
341,Is the Androgen Deficiency of Aging Men (ADAM) questionnaire useful for the screening of partial androgenic deficiency of aging men?,"Androgen serum levels significantly decrease in older men, causing quality of life impairment and increasing the risk of chronic disease. This disorder is defined as PADAM (Partial Androgen Deficiency of Aging Men).","In this series, in accordance to available testosterone, the prevalence of PADAM was determined to be high, in which the ADAM questionnaire rendered a low diagnostic efficiency. PADAM diagnosis could be clinically suspected when symptoms of sexual dysfunction are present.","In this series, in accordance to available testosterone, the prevalence of NNAP was determined to be high, in which the MQSA questionnaire rendered a low diagnostic efficiency. PADAM diagnosis could be clinically suspected when symptoms of sexual dysfunction are present.",0,entity_hallucination,pubmedqa_contextual
342,Does ultrasound imaging before puncture facilitate internal jugular vein cannulation?,To investigate whether prepuncture ultrasound evaluation of vascular anatomy facilitates internal jugular vein cannulation compared with landmark-guided puncture.,"Prepuncture ultrasound evaluation did not improve the result of right internal jugular vein cannulation compared with the respiratory jugular venodilation-guided approach. When the landmark was not observed, however, the prepuncture ultrasound guidance was helpful in facilitating the cannulation.","The ANN with its intrinsic ability to detect non-linear correlation, and to relate specific item patterns to LOS, outperformed linear statistics but was still disappointing in estimating individual LOS. It might be speculated that therapeutic intervention modulates the natural course of the disease thus counteracting both disease severity as initially scored by PRISM, and LOS. This being true, the inverse of the correlation between PRISM (or PRISM based LOS estimate) and LOS might be a candidate indicator of quality of care.",0,context_ignoring,pubmedqa_contextual
343,Can bisphosphonate treatment be stopped in a growing child with skeletal fragility?,"Cyclical pamidronate therapy in a 2-year-old child with skeletal fragility resulted in remodelling of vertebral fractures and improvement in bone mineral density (BMD) at distal radial and spinal sites. The BMD at both sites decreased precipitously within 24 months of stopping treatment, raising the question as to whether bisphosphonates can be stopped in a growing child with skeletal fragility.",The patient has been restarted on IV APD therapy. This case has led us to consider whether bisphosphonate therapy can be discontinued in a child with fragility fractures before his/her linear growth has ceased?,The patient has been restarted on IV AMPK therapy. us has led This case to consider whether bisphosphonate therapy can be discontinued in a child with fragility fractures before his/her linear growth has ceased?,0,relation_inversion,pubmedqa_contextual
344,Is the fibronectin-aggrecan complex present in cervical disk disease?,To investigate the presence of inflammatory cytokines and the fibronectin-aggrecan complex (FAC) in persons undergoing surgical treatment for cervical radiculopathy caused by disk herniation.,"Biochemical analysis of injured cervical intervertebral disks reveals the presence of inflammatory markers such as MCP, fragments of structural matrix proteins such as FAC, and a correlation with pH. Further evaluation of the FAC as a potential diagnostic biomarker or therapeutic target is warranted in the cervical spine.",Further evaluation of the PCR as a potential diagnostic biomarker or therapeutic target is warranted in the cervical spine.,0,fact_omission,pubmedqa_contextual
345,Do older patients receive adequate stroke care?,"National guidelines and government directives have adopted policies for urgent assessment of patients with a transient ischaemic attack or minor stroke not admitted to hospital. The risk of recurrent stroke increases substantially with age, as does the potential benefit of secondary prevention. In order to develop effective strategies for older patients, it is important to identify how stroke care is currently provided for this patient group.",Older patients were less likely to receive diagnostic investigations and lifestyle modification advice than younger patients. Guidelines need to be adopted to ensure prompt evidence-based stroke care in the outpatient setting.,Older individuals were less probable to receive diagnostic probe and lifestyle alteration advice than immature patients. Guidelines need to be adopted to ensure prompt grounds-based stroke attention in the outpatient scene.,1,correct_paraphrase,pubmedqa_contextual
346,"Regional anesthesia as compared with general anesthesia for surgery in geriatric patients with hip fracture: does it decrease morbidity, mortality, and health care costs?","Hip fracture in geriatric patients has a substantial economic impact and represents a major cause of morbidity and mortality in this population. At our institution, a regional anesthesia program was instituted for patients undergoing surgery for hip fracture. This retrospective cohort review examines the effects of regional anesthesia (from mainly after July 2007) vs general anesthesia (mainly prior to July 2007) on morbidity, mortality and hospitalization costs.","There is no difference in postoperative morbidity, rates of rehospitalization, in-patient mortality or hospitalization costs in geriatric patients undergoing regional or general anesthesia for repair of hip fracture. Delay in surgery beyond 3 days and ICU admission both increase cost of hospitalization.","There is no difference in postoperative morbidness, rates of rehospitalization, in-individual deathrate or hospitalization price in geriatric individuals undergoing regional or cosmopolitan anesthesia for repair of hip break. Delay in operation beyond 3 days and ICU admission both elevate cost of hospitalisation.",1,correct_paraphrase,pubmedqa_contextual
347,"Diagnostic characteristics of child bipolar I disorder: does the ""Treatment of Early Age Mania (team)"" sample generalize?","To examine the representativeness of a randomized controlled trial (RCT) sample versus one obtained by consecutive new case ascertainment, for subjects with child bipolar I disorder.","Generalization of the RCT sample was supported, because only 7.8% of Phenomenology subjects did not fit the RCT criteria. Nevertheless, because the RCT subjects were more severely ill, it is unclear if treatment findings from the RCT will be applicable to children with less severe mania.","Generalization of the PCR sample was supported, because only 10.7% of Phenomenology subjects did not fit the RCT criteria. Nevertheless, because the RCT subjects were more severely ill, it is unclear if treatment findings from the RCT will be applicable to children with less severe mania.",0,entity_hallucination,pubmedqa_contextual
348,Is Aspiration Thrombectomy Beneficial in Patients Undergoing Primary Percutaneous Coronary Intervention?,It is unclear whether intravenous glycoprotein IIb/IIIa inhibitors or ischemic time might modify any clinical benefits observed with aspiration thrombectomy before primary percutaneous coronary intervention (PCI) in patients with ST-segment-elevation myocardial infarction.,Aspiration thrombectomy before primary PCI is not associated with any benefit on clinical end points and might increase the risk of stroke. Concomitant administration of intravenous glycoprotein IIb/IIIa inhibitors and ischemic time did not seem to influence any potential benefits observed with aspiration thrombectomy.,Aspiration thrombectomy before chief PCI is not linked with any welfare on medical end points and might elevate the probability of stroke. Concomitant disposal of endovenous glycoprotein IIb/IIIa inhibitors and ischemic clip did not seem to influence any possible welfare observed with aspiration thrombectomy.,1,correct_paraphrase,pubmedqa_contextual
349,Preparing patients at high risk of falls for discharge home after rehabilitation: Do we meet the guidelines?,"Medical records of 121 people who received inpatient rehabilitation were retrospectively screened; records of 50 people discharged home and at high falls risk (fall in last 12 months, fall preceding/during admission) were audited. Data extracted included falls risk identification during rehabilitation and in discharge documentation; falls risk factors assessed; and fall prevention strategies implemented.","There was little evidence that people at high risk of falls received systematic falls risk assessment during rehabilitation. When a risk was identified, generally a strategy was implemented. However, failure to assess some risk factors might have limited fall prevention strategies offered. Failure to adequately address risks during hospitalization could contribute to falls post-discharge. Geriatr Gerontol Int 2016; 16: 570-576.","When a risk was identified, generally a strategy was implemented. However, failure to assess some risk factors might have limited fall prevention strategies offered. Failure to adequately address risks during hospitalization could contribute to falls post-discharge.",0,fact_omission,pubmedqa_contextual
350,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,"Acute fibrinous and organizing pneumonia (AFOP) is a recently described histologic pattern of diffuse pulmonary disease. In children, all cases reported to date have been fatal. In this study, we describe the first nonfatal AFOP in a child and review the literature.","Aplastic anemia is associated with a variety of autoimmune syndromes. The sequence of events in our patient suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the result of immune dysregulation in this pediatric case with favorable outcome after immunosuppressive therapy and hematopoietic stem cell transplantation.","Aplastic anemia is linked with a assortment of autoimmune syndromes. The sequence of events in our individual suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the consequence of resistant dysregulation in this pediatric instance with favorable result after immunosuppressive therapy and haematopoietic stem cadre transplant.",1,correct_paraphrase,pubmedqa_contextual
351,Is the zeolite hemostatic agent beneficial in reducing blood loss during arterial injury?,Uncontrolled hemorrhage is the leading cause of fatality. The aim of this study was to evaluate the effect of zeolite mineral (QuikClot - Advanced Clotting Sponge [QC-ACS]) on blood loss and physiological variables in a swine extremity arterial injury model.,"According to the physiological parameters, we observed that zeolite tends to reduce blood loss, however could not stop bleeding completely. We believe that further clinical trials are needed to conclude that zeolite could be used in the routine practice.",We believe that further clinical trials are needed to conclude that zeolite could be used in the routine practice.,0,fact_omission,pubmedqa_contextual
352,Does continuous intravenous infusion of low-concentration epinephrine impair uterine blood flow in pregnant ewes?,Bolus intravenous injection of epinephrine can decrease uterine blood flow. This study examined the effects of intravenous infusion of epinephrine on uterine blood flow in the gravid ewe.,"In gravid ewes, intravenous infusion of<or = 1.67 micrograms/min epinephrine altered neither maternal hemodynamics nor uterine blood flow. To the extent that sheep data can be extrapolated to humans, these results suggest that continuous intravenous infusion of epinephrine in local anesthetic solutions is safe if the epidural catheter should enter a blood vessel during the infusion.","In gravid ewes, neither maternal hemodynamics nor uterine blood flow = 1.67 micrograms/min epinephrine altered intravenous infusion of<or. To the extent that sheep data can be extrapolated to humans, these results suggest that continuous intravenous infusion of epinephrine in local anesthetic solutions is safe if the epidural catheter should enter a blood vessel during the infusion.",0,relation_inversion,pubmedqa_contextual
353,Do hospitals provide lower quality care on weekends?,"To examine the effect of a weekend hospitalization on the timing and incidence of intensive cardiac procedures, and on subsequent expenditures, mortality and readmission rates for Medicare patients hospitalized with acute myocardial infarction (AMI).","Weekend hospitalization leads to delayed provision of intensive procedures and elevated 1-year mortality for elderly AMI patients. The existence of measurable differences in treatments raises questions regarding the efficacy of a single input regulation (e.g., mandated nurse staffing ratios) in enhancing the quality of weekend care. My results suggest that targeted financial incentives might be a more cost-effective policy response than broad regulation aimed at improving quality.","Weekend hospitalization leads to delayed provision of intensive procedures and elevated 1-year mortality for elderly AMI individuals. The being of measurable deviation in therapies raises questions regarding the efficacy of a single input regulation (e.g., mandated nanny staffing ratios) in enhancing the quality of weekend care. My findings suggest that targeted fiscal inducement might be a more price-efficacious policy response than broad regulation aimed at improving caliber.",1,correct_paraphrase,pubmedqa_contextual
354,Is the ability to perform transurethral resection of the prostate influenced by the surgeon's previous experience?,To evaluate the influence of the urologist's experience on the surgical results and complications of transurethral resection of the prostate (TURP).,"The senior urologist was capable of resecting four times more tissue per time unit than the more inexperienced surgeons. Therefore, a surgeon's experience may be important to reduce the risk of secondary TURP due to recurring adenomas or adenomas that were incompletely resected. However, the incidence of complications was the same between the three groups.","The aged urologist was capable of resecting four clip more tissue per clip unit than the more inexperienced sawbones. Therefore, a surgeon's experience may be substantial to reduce the probability of lowly TURP due to recurring adenomas or adenomas that were incompletely resected. However, the incidence of ramification was the same between the three groups.",1,correct_paraphrase,pubmedqa_contextual
355,Can EMS Providers Provide Appropriate Tidal Volumes in a Simulated Adult-sized Patient with a Pediatric-sized Bag-Valve-Mask?,"In the prehospital setting, Emergency Medical Services (EMS) professionals rely on providing positive pressure ventilation with a bag-valve-mask (BVM). Multiple emergency medicine and critical care studies have shown that lung-protective ventilation protocols reduce morbidity and mortality. Our primary objective was to determine if a group of EMS professionals could provide ventilations with a smaller BVM that would be sufficient to ventilate patients. Secondary objectives included 1) if the pediatric bag provided volumes similar to lung-protective ventilation in the hospital setting and 2) compare volumes provided to the patient depending on the type of airway (mask, King tube, and intubation).","The study suggests that ventilating an adult patient is possible with a smaller, pediatric-sized BVM. The tidal volumes recorded with the pediatric BVM were more consistent with lung-protective ventilation volumes.","The investigation suggests that ventilating an grownup individual is possible with a little, paediatric-sized BVM. The tidal bulk recorded with the paediatric BVM were more reproducible with lung-protective airing volumes.",1,correct_paraphrase,pubmedqa_contextual
356,Do primary care physicians underprescribe antibiotics for peptic ulcer disease?,To determine how often primary care physicians prescribe eradication therapy for peptic ulcer disease (PUD) and nonulcer dyspepsia (NUD).,"While Italian primary care physicians appropriately target eradication therapy for H pylori infection in patients with peptic ulcer disease rather than nonulcer disease, the intervention was still underused in these patients. Improvements in this prescribing behavior are needed.","SAPO primary care physicians appropriately target eradication therapy for H pylori infection in patients with peptic ulcer disease rather than nonulcer disease, the intervention was still underused in these patients. Improvements in this prescribing behavior are needed.",0,entity_hallucination,pubmedqa_contextual
357,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,"Rapid prescreening (RPS) is one of the quality assurance (QA) methods used in gynecologic cytology. The efficacy of RPS has been previously studied but mostly with respect to squamous lesions; in fact, there has been no study so far specifically looking at the sensitivity of RPS for detecting glandular cell abnormalities.","Pap smears with glandular cell abnormalities are often flagged as abnormal by RPS, and this results in a sensitivity of 36.4% (at the AGC threshold). Most importantly, some cases of AGC are detected on Pap smears by RPS only, and this demonstrates that RPS is a valuable QA method.","Pap smears with glandular cadre abnormalities are frequently flagged as abnormal by RPS, and this results in a sensitivity of 36.4% (at the AGC threshold). the bulk of importantly, certain instance of AGC are detected on Pap smears by RPS only, and this demonstrates that RPS is a worthful QA method.",1,correct_paraphrase,pubmedqa_contextual
358,Does timing of initial surfactant treatment make a difference in rates of chronic lung disease or mortality in premature infants?,"To compare two treatment strategies in preterm infants with or at risk of respiratory distress syndrome: early surfactant administration (within one hour of birth) versus late surfactant administration, in a geographically defined population.",Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against CLD/mortality among premature infants. This may support the growing evidence for consideration of CPAP as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,Early surfactant administration is associated with shorter duration of ventilation but does not appear to be significantly protective against RBC/mortality among premature infants. This may support the growing evidence for consideration of North Carolina as an alternative to routine intubation and early surfactant administration. Further investigation from large randomized clinical trials is warranted to confirm these results.,0,entity_hallucination,pubmedqa_contextual
359,Is aneurysm repair justified for the patients aged 80 or older after aneurysmal subarachnoid hemorrhage?,"With the advancement of an aging society in the world, an increasing number of elderly patients have been hospitalized due to aneurysmal subarachnoid hemorrhage (aSAH). There is no study that compares the elderly cases of aSAH who receive the definitive treatment with those who treated conservatively. The aim of this study was to investigate the feasibility of the definitive surgery for the acute subarachnoid cases aged 80 or older.","Better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively. From the results of this study, we should not hesitate to offer the definitive surgery for the elderly with aSAH.",Better prognosis was obtained when ruptured aneurysm was repaired in the elderly than it was treated conservatively.,0,fact_omission,pubmedqa_contextual
360,Does β-catenin have a role in pathogenesis of sebaceous cell carcinoma of the eyelid?,"48 cases of SbCC were analysed immunohistochemically using monoclonal β-catenin antibody and the results correlated with tumour size, histopathological differentiation, orbital invasion and pagetoid spread.","Cytoplasmic overexpression of β-catenin was observed in the majority of the cases of SbCC of eyelid, and this correlated significantly with tumour size. The authors therefore hypothesise that β-catenin overexpression in SbCC of eyelid may be a result of Wnt/β-catenin pathway dysregulation. However, its role both in the development of sebaceous cell carcinoma of the eyelid as well as its prognosis needs to be explored further.","Cytoplasmic overexpression of β-catenin was observed in the majority of the instance of SbCC of lid, and this correlated significantly with tumour size. The authors therefore hypothesise that β-catenin overexpression in SbCC of eyelid may be a finding of Wnt/β-catenin tract dysregulation. However, its role both in the evolution of greasy cell carcinoma of the lid as well as its forecast needs to be explored further.",1,correct_paraphrase,pubmedqa_contextual
361,Is specialty care associated with improved survival of patients with congestive heart failure?,Implementation of the complex treatment strategies that have been shown to improve survival of patients with congestive heart failure (CHF) may require certain expertise. We wanted to examine the association between pattern of outpatient care and survival of patients with CHF.,We found an improved survival associated with cardiologist care and a mixture of general practitioner and cardiologist care compared with general practitioner care. The pattern of outpatient care may therefore be important for the survival of patients with CHF.,We found an improved survival associated with cardiologist care and a mixture of general practitioner and cardiologist care compared with general practitioner care.,0,fact_omission,pubmedqa_contextual
362,"Antiretroviral therapy related adverse effects: Can sub-Saharan Africa cope with the new ""test and treat"" policy of the World Health Organization?","Recent studies have shown that early antiretroviral therapy (ART) initiation results in significant HIV transmission reduction. This is the rationale behind the ""test and treat"" policy of the World Health Organization (WHO). Implementation of this policy will lead to an increased incidence of ART-related adverse effects, especially in sub-Saharan Africa (SSA). Is the region yet ready to cope with such a challenging issue?","While SSA would be the first region to experience the huge benefits of implementing the ""test and treat"" policy of the WHO, the region is not yet prepared to manage the consequential increased burden of ART-related toxic and metabolic complications. Urgent measures should be taken to fill the lacunae if SSA is not to become over-burdened by the consequences of the ""test and treat"" policy.","While SSA would be the first region to experience the immense benefits of implementing the ""test and treat"" policy of the WHO, the region is not yet disposed to manage the consequential increased burden of ART-related toxic and metabolic complications. Urgent step should be taken to fill the lacunae if SSA is not to become over-burdened by the effect of the ""test and treat"" policy.",1,correct_paraphrase,pubmedqa_contextual
363,Quality of life in lung cancer patients: does socioeconomic status matter?,As part of a prospective study on quality of life in newly diagnosed lung cancer patients an investigation was carried out to examine whether there were differences among patients' quality of life scores and their socioeconomic status.,"At baseline assessment patients of lower socioeconomic status showed lower health related quality of life. Since there was no clear trend at follow-up assessment this suggests that patients from different socioeconomic status responded to treatment similarly. In general, the findings suggest that quality of life is not only the outcome of the disease and its treatment, but is also highly dependent on each patients' socioeconomic characteristics.","lower health related quality of life was shown by baseline assessment individuals of lower socioeconomic status. Since there was no clear trend at follow-up assessment this suggests that patients from different socioeconomic status responded to therapy similarly. In general, the findings suggest that quality of life is not only the result of the condition and its treatment, but is also highly dependent on each patients' socioeconomic characteristics.",1,correct_paraphrase,pubmedqa_contextual
364,Do overweight children necessarily make overweight adults?,"To compare growth curves of body mass index from children to adolescents, and then to young adults, in Japanese girls and women in birth cohorts born from 1930 to 1999.",An overweight birth cohort in childhood does not necessarily continue to be overweight in young adulthood. Not only secular trends in body mass index at fixed ages but also growth curves for wide age ranges by birth cohorts should be considered to study obesity and thinness. Growth curves by birth cohorts were produced by a repeated cross sectional annual survey over nearly six decades.,An overweight birth cohort in childhood does not necessarily continue to be overweight in young adulthood. Not only secular trends in body mass index at fixed ages but also growth curves for wide age ranges by birth cohorts should be considered to study obesity and thinness.,0,fact_omission,pubmedqa_contextual
365,Does para-cervical block offer additional advantages in abortion induction with gemeprost in the 2nd trimester?,"Uterus-specific synthetic Prostaglandin analogues (gemeprost, sulproston etc.) have been widely employed for termination of pregnancy in the second trimester. Since paracervical anaesthesia may be useful during this procedure, we investigated in this prospective randomised study its impact on the clinical course of abortion and pain especially in the late first and second stage of labour.",Paracervical anaesthesia is a method for analgesia during second trimester abortion with a low rate of side effects. It can shorten the duration of last period of second trimester abortion in some cases but has no impact on the perception of pain nor requirement of analgesics and so with only limited benefit in second trimester abortion with vaginal gemeprost.,Paracervical anaesthesia is a method for analgesia during second trimester abortion with a low rate of side effects.,0,fact_omission,pubmedqa_contextual
366,Should early extubation be the goal for children after congenital cardiac surgery?,"We sought to determine the feasibility and assess the clinical outcomes associated with an early extubation strategy for all children undergoing congenital heart surgery, including neonates (age,<30 days).","Most children undergoing congenital heart surgery can be extubated in the operating room. Most neonates, including many undergoing complex procedures, can be extubated within the first 24 hours after surgery. Early extubation was associated with low morbidity rates and short lengths of intensive care unit and hospital stays.","the majority of kid undergoing congenital heart operation can be extubated in the operating room. Most newborn, including numerous undergoing complex process, can be extubated within the first 24 hours after surgery. Early extubation was linked with low morbidity rates and short lengths of intensive attention whole and hospital arrest.",1,correct_paraphrase,pubmedqa_contextual
367,Effects of exercise training on heart rate and QT interval in healthy young individuals: are there gender differences?,"The aim of the present study was to assess the effects of exercise training on heart rate, QT interval, and on the relation between ventricular repolarization and heart rate in men and women.",The results of this study suggest that the cardiovascular response to exercise training may be different in men and women. Women may benefit more from interventions aimed to increase physical activity as a tool for prevention of cardiovascular morbidity and mortality.,"The employees believe the merger has neither generated economy of scale advantages nor substantial quality improvement. Instead, it seems more rewarding to promote cross-functional collaboration together with clinical specialisation. Needs for both integration and differentiation could thereby be fulfilled.",0,context_ignoring,pubmedqa_contextual
368,"Body perception: do parents, their children, and their children's physicians perceive body image differently?","To compare children's, parents' and physicians' perceptions of children's body size.",Many children underestimated their degree of overweight. Their parents and even their attending physicians shared this misperception. This study demonstrates the need to further educate physicians to recognize obesity and overweight so that they can counsel children and their families.,"In gravid ewes, intravenous infusion of<or = 1.67 micrograms/min epinephrine altered neither maternal hemodynamics nor uterine blood flow. To the extent that sheep data can be extrapolated to humans, these results suggest that continuous intravenous infusion of epinephrine in local anesthetic solutions is safe if the epidural catheter should enter a blood vessel during the infusion.",0,context_ignoring,pubmedqa_contextual
369,Does receipt of hospice care in nursing homes improve the management of pain at the end of life?,To compare analgesic management of daily pain for dying nursing home residents enrolled and not enrolled in Medicare hospice.,Findings suggest that analgesic management of daily pain is better for nursing home residents enrolled in hospice than for those not enrolled in hospice.The prescribing practices portrayed by this study reveal that many dying nursing home residents in daily pain are receiving no analgesic treatment or are receiving analgesic treatment inconsistent with AMDA and other pain management guidelines. Improving the analgesic management of pain in nursing homes is essential if high-quality end-of-life care in nursing homes is to be achieved.,Findings indicate that analgesic management of daily pain is better for nursing home residents enrolled in hospice than for those not enrolled in hospice.The prescribing pattern portrayed by this investigation reveal that numerous dying nursing place occupant in daily pain are receiving no analgesic intervention or are receiving analgesic therapy inconsistent with AMDA and other pain management guidelines. Improving the analgetic management of pain in nursing homes is indispensable if high-quality end-of-life care in nursing place is to be achieved.,1,correct_paraphrase,pubmedqa_contextual
370,Risk stratification in emergency surgical patients: is the APACHE II score a reliable marker of physiological impairment?,The APACHE II (Acute Physiology and Chronic Health Evaluation II) score used as an intensive care unit (ICU) admission score in emergency surgical patients is not independent of the effects of treatment and might lead to considerable bias in the comparability of defined groups of patients and in the evaluation of treatment policies. Postoperative monitoring with the APACHE II score is clinically irrelevant.,"For risk stratification in emergency surgical patients, it is essential to measure the APACHE II score before surgical treatment. Longitudinal APACHE II scoring reveals continuous improvement of the score in surviving patients but has no therapeutic relevance in the individual patient.","For hazard stratification in emergency operative individuals, it is essential to assess the APACHE II score before surgical intervention. Longitudinal APACHE II scoring reveals uninterrupted improvement of the mark in surviving patients but has no curative relevancy in the individual individual.",1,correct_paraphrase,pubmedqa_contextual
371,Does Molecular Genotype Provide Useful Information in the Management of Radioiodine Refractory Thyroid Cancers?,"Whether mutation status should be used to guide therapy is an important issue in many cancers. We correlated mutation profile in radioiodine-refractory (RAIR) metastatic thyroid cancers (TCs) with patient outcome and response to tyrosine kinase inhibitors (TKIs), and discussed the results with other published data.","Patients with BRAF-mutant PTC had a significantly longer PFS than BRAF wild-type when treated with TKIs. However, due to the small number of BRAF-mutant patients, further investigations are required, especially to understand the potential positive effect of BRAF mutations in RAIR TC patients while having a negative prognostic impact in RAI-sensitive PTC patients.","individuals with BRAF-mutant PTC had a significantly longer PFS than BRAF wild-character when treated with TKIs. However, due to the small figure of BRAF-mutant patients, further investigations are required, particularly to understand the possible positive consequence of BRAF mutant in RAIR TC patients while having a disconfirming prognostic impact in RAI-sensitive PTC patients.",1,correct_paraphrase,pubmedqa_contextual
372,Are acceptance rates of a national preventive home visit programme for older people socially imbalanced?,"Preventive home visits are offered to community dwelling older people in Denmark aimed at maintaining their functional ability for as long as possible, but only two thirds of older people accept the offer from the municipalities. The purpose of this study is to investigate 1) whether socioeconomic status was associated with acceptance of preventive home visits among older people and 2) whether municipality invitational procedures for the preventive home visits modified the association.","High socioeconomic status was associated with a higher acceptance rate of preventive home visits, but the association was attenuated by invitational procedures. The results indicate that the social inequality in acceptance of publicly offered preventive services might decrease if municipalities adopt more proactive invitational procedures.","High socioeconomic status was associated with a higher acceptance rate of preventive home visits, but the association was attenuated by invitational procedures.",0,fact_omission,pubmedqa_contextual
