id,paragraph_1,paragraph_2,kg_1,kg_2,snea_bert_similarity
255,"founded in 1996 , the lendingtree exchange consists of more than 200 banks , lenders , and brokers .","lendingtree matches borrowers via the internet with more than 200 mortgage brokers , banks and other lenders .","[[""Lendingtree_Exchange"", ""founded_in"", ""1996""], [""Lendingtree_Exchange"", ""consists_of"", ""banks""], [""Lendingtree_Exchange"", ""consists_of"", ""lenders""], [""Lendingtree_Exchange"", ""consists_of"", ""brokers""], [""Lendingtree_Exchange"", ""number_of_participants"", ""more_than_200""]]","[[""Lendingtree"", ""matches"", ""borrowers""], [""Lendingtree"", ""matches_borrowers_via"", ""internet""], [""Lendingtree"", ""matches_with"", ""mortgage_brokers""], [""Lendingtree"", ""matches_with"", ""banks""], [""Lendingtree"", ""matches_with"", ""other_lenders""], [""Lendingtree"", ""number_of_matches"", ""more_than_200""]]",0.7299510983316805
256,peter lyman and hal varian of berkeley 's school of information management and systems say that information production has increased by 30 percent each year between 1999 and 2002 .,"that task appealed to two masters of the megabyte , peter lyman and hal varian , professors at the university of california-berkeley 's school of information management and systems .","[[""Peter_Lyman"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""affiliated_with"", ""Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""researched"", ""information_production""], [""Hal_Varian"", ""researched"", ""information_production""], [""information_production"", ""increased_by"", ""30_percent""], [""information_production"", ""occurred_between"", ""1999""], [""information_production"", ""occurred_between"", ""2002""]]","[[""Peter_Lyman"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Hal_Varian"", ""professor_at"", ""University_of_California-Berkeley_School_of_Information_Management_and_Systems""], [""Peter_Lyman"", ""expert_in"", ""megabyte""], [""Hal_Varian"", ""expert_in"", ""megabyte""]]",0.43581766179150894
257,"the bodies of former invercargill man warren campbell , 32 , and climbing companion jonathan smith , 47 , were recovered from below mt d 'archiac late yesterday morning .","warren david campbell , 32 , and climbing companion jonathan smith , 47 , did not return as expected on tuesday from climbing on mt d 'archiac in the mckenzie district .","[[""Warren_Campbell"", ""age"", ""32""], [""Warren_Campbell"", ""from"", ""Invercargill""], [""Warren_Campbell"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_Campbell""], [""Jonathan_Smith"", ""body_recovered_from"", ""Mt_D_Archiac""], [""Mt_D_Archiac"", ""location_of"", ""body_recovery""]]","[[""Warren_David_Campbell"", ""age"", ""32""], [""Warren_David_Campbell"", ""climbing_on"", ""Mt_D_Archiac""], [""Warren_David_Campbell"", ""climbing_companion"", ""Jonathan_Smith""], [""Jonathan_Smith"", ""age"", ""47""], [""Jonathan_Smith"", ""climbing_on"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""climbing_companion_of"", ""Warren_David_Campbell""], [""Mt_D_Archiac"", ""located_in"", ""McKenzie_District""], [""Warren_David_Campbell"", ""did_not_return_from"", ""Mt_D_Archiac""], [""Jonathan_Smith"", ""did_not_return_from"", ""Mt_D_Archiac""]]",0.7106396583495662
258,gov. linda lingle and members of her staff were at the navy base and watched the launch .,gov. linda lingle and other dignitaries are scheduled to be at the base to watch the launch .,"[[""Linda_Lingle"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""member_of"", ""Staff""], [""Staff"", ""at"", ""Navy_Base""], [""Linda_Lingle"", ""watched"", ""Launch""], [""Staff"", ""watched"", ""Launch""]]","[[""Linda_Lingle"", ""scheduled_to_be_at"", ""Base""], [""Linda_Lingle"", ""watch"", ""Launch""], [""Dignitaries"", ""scheduled_to_be_at"", ""Base""], [""Dignitaries"", ""watch"", ""Launch""]]",0.5320133747224183
259,cooley said he expects muhammad will similarly be called as a witness at a pretrial hearing for malvo .,lee boyd malvo will be called as a witness wednesday in a pretrial hearing for fellow sniper suspect john allen muhammad .,"[[""Cooley"", ""expects"", ""Muhammad""], [""Muhammad"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""Malvo""]]","[[""Lee_Boyd_Malvo"", ""to_be_called_as_witness"", ""pretrial_hearing""], [""pretrial_hearing"", ""for"", ""John_Allen_Muhammad""], [""John_Allen_Muhammad"", ""fellow_sniper_suspect_of"", ""Lee_Boyd_Malvo""], [""pretrial_hearing"", ""scheduled_on"", ""Wednesday""]]",0.4688078200048867
260,"marc garber , whitley 's attorney , had a different view .","whitley 's attorney , marc garber , called the ruling "" a huge victory . ""","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""had_view"", ""different_view""]]","[[""Marc_Garber"", ""attorney_of"", ""Whitley""], [""Marc_Garber"", ""described_ruling_as"", ""huge_victory""]]",0.6624702460719925
261,the american conservatives are clearly in the minority within the episcopal church .,the letter indicates the vatican 's interest in bolstering conservatives within the episcopal church .,"[[""American_conservatives"", ""in_minority_within"", ""Episcopal_church""]]","[[""Vatican"", ""interested_in"", ""bolstering_conservatives""], [""bolstering_conservatives"", ""within"", ""Episcopal_church""]]",0.9210105681864267
262,a woman is slicing a pumpkin .,a woman is riding an elephant .,"[[""woman"", ""slicing"", ""pumpkin""]]","[[""woman"", ""riding"", ""elephant""]]",0.12907380696985454
263,a man jumping rope,a man is talking .,"[[""man"", ""action"", ""jumping_rope""]]","[[""man"", ""action"", ""talking""]]",0.2833754297736763
264,a man is kicking a soccer ball .,a man is mixing a bowl .,"[[""man"", ""kicking"", ""soccer_ball""]]","[[""man"", ""mixing"", ""bowl""]]",0.13635825905585386
265,a man is dancing .,a man is riding a horse .,"[[""man"", ""is_dancing"", ""None""]]","[[""man"", ""is_riding"", ""horse""]]",0.1961487336155645
266,"but from the american point of view , the international role of the dollar was a trap .","but the us point of view , the international role of the dollar was a trap .","[[""American"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]","[[""US"", ""point_of_view"", ""international_role_of_dollar""], [""international_role_of_dollar"", ""viewed_as"", ""trap""]]",0.9974807482899621
267,a woman is chopping an onion .,a woman is slicing partially into half of an onion .,"[[""woman"", ""chopping"", ""onion""]]","[[""woman"", ""slicing"", ""onion""], [""onion"", ""state"", ""half""]]",0.9750453449086145
268,"recover , return to former state",return to a former condition .,"[[""recover"", ""means"", ""return_to_former_state""]]","[[""return"", ""means"", ""to_a_former_condition""]]",0.842257231724042
269,three children are eating their food .,the deer jumped over the fence .,"[[""children"", ""are_eating"", ""food""], [""children"", ""number"", ""three""]]","[[""deer"", ""jumped_over"", ""fence""]]",0.04496106669961156
270,"but if europe 's performance continues to decline , would this perception survive ?",but this picture can survive a continuing decline ?,"[[""Europe"", ""performance_decline"", ""perception""]]","[[""picture"", ""can_survive"", ""decline""]]",0.20850813685895167
271,"provide with rails , as by laying .",lay with rails .,"[[""rails"", ""used_for"", ""laying""]]","[[""rails"", ""used_for"", ""laying""]]",0.9999999995680955
272,pro-market economists don 't object to corporations that blatantly use snob appeal to promote their products .,the economists pro-market do not oppose the companies which openly use the attraction of the luxury to promote their products .,"[[""pro-market_economists"", ""do_not_object_to"", ""corporations""], [""corporations"", ""use"", ""snob_appeal""], [""snob_appeal"", ""used_for"", ""promoting_products""]]","[[""pro-market_economists"", ""do_not_oppose"", ""companies""], [""companies"", ""use"", ""attraction_of_luxury""], [""attraction_of_luxury"", ""used_for"", ""promoting_products""]]",0.5600060202739998
273,"the company will launch 800 hot spots , or "" wi-fi zones , "" later this summer , and plans to have more than 2,100 by the end of the year .","the service will launch later this summer with 800 locations , and sprint plans 2,100 locations by the end of the year .","[[""company"", ""will_launch"", ""800_hot_spots""], [""800_hot_spots"", ""also_known_as"", ""wi-fi_zones""], [""company"", ""plans_to_have"", ""more_than_2,100_hot_spots""], [""more_than_2,100_hot_spots"", ""launch_by"", ""end_of_the_year""]]","[[""service"", ""will_launch"", ""later_this_summer""], [""service"", ""will_launch_with"", ""800_locations""], [""sprint"", ""plans"", ""2,100_locations""], [""2,100_locations"", ""planned_by"", ""end_of_the_year""]]",0.45607044094689714
274,a man is preparing a snake for cooking .,the man is dropping sliced cucumbers into water .,"[[""man"", ""preparing"", ""snake""], [""snake"", ""being_prepared_for"", ""cooking""], [""man"", ""cooking"", ""snake""]]","[[""man"", ""dropping"", ""sliced_cucumbers""], [""sliced_cucumbers"", ""being_dropped_into"", ""water""], [""man"", ""interacting_with"", ""water""]]",0.2461445180962063
275,a woman is slicing some tomatoes .,a woman is chopping a potato .,"[[""woman"", ""slicing"", ""tomatoes""]]","[[""woman"", ""chopping"", ""potato""]]",0.39776127871954436
276,escape or avoid a situation or responsibility,use cunning or deceit to escape or avoid .,"[[""situation"", ""can_be_avoided_by"", ""escape""], [""responsibility"", ""can_be_avoided_by"", ""escape""], [""situation"", ""can_be_avoided_by"", ""avoid""], [""responsibility"", ""can_be_avoided_by"", ""avoid""]]","[[""cunning"", ""used_to"", ""escape""], [""deceit"", ""used_to"", ""escape""], [""cunning"", ""used_to"", ""avoid""], [""deceit"", ""used_to"", ""avoid""], [""situation"", ""can_be_avoided_by"", ""cunning""], [""situation"", ""can_be_avoided_by"", ""deceit""], [""situation"", ""can_be_avoided_by"", ""escape""], [""situation"", ""can_be_avoided_by"", ""avoid""]]",0.687563998819519
277,( parliament adopted the legislative resolution ),( parliament adopted the legislative resolution ),"[[""parliament"", ""adopted"", ""legislative_resolution""]]","[[""parliament"", ""adopted"", ""legislative_resolution""]]",0.9999999587234606
278,committee with supervisory powers,a committee having supervisory powers .,"[[""committee"", ""has"", ""supervisory_powers""]]","[[""committee"", ""has"", ""supervisory_powers""]]",0.9999999995764468
279,"several relatives of australian victims of the attack were in court to witness the proceedings , but few balinese attended the trial .","several relatives of australian victims of the attack sat in the front row of the court , but few balinese attended the trial .","[[""Australian_victims"", ""relatives_of"", ""relatives""], [""relatives"", ""attended"", ""court""], [""relatives"", ""witnessed"", ""proceedings""], [""Balisene"", ""attended"", ""trial""], [""trial"", ""held_in"", ""court""], [""attack"", ""had_victims"", ""Australian_victims""], [""Australian_victims"", ""from"", ""Australia""]]","[[""Australian_victims"", ""relatives_of"", ""relatives""], [""relatives"", ""sat_in"", ""front_row""], [""front_row"", ""located_in"", ""court""], [""relatives"", ""attended"", ""trial""], [""Balisene"", ""attended"", ""trial""], [""trial"", ""held_in"", ""court""], [""attack"", ""had_victims"", ""Australian_victims""], [""Australian_victims"", ""from"", ""Australia""]]",0.6903355906890737
280,a man is cycling .,a man is talking .,"[[""man"", ""is_cycling"", ""True""]]","[[""man"", ""is_talking"", ""True""]]",0.832685605607087
281,"frank quattrone , the former credit suisse first boston technology investment-banking guru , reportedly pleaded not guilty tuesday to charges of obstruction of justice and witness tampering .",new york - ( dow jones ) - former star investment banker frank quattrone pleaded not guilty tuesday to criminal charges of obstruction of justice and witness tampering .,"[[""Frank_Quattrone"", ""occupation"", ""investment_banking_guru""], [""Frank_Quattrone"", ""former_employer"", ""Credit_Suisse_First_Boston""], [""Frank_Quattrone"", ""pleaded"", ""not_guilty""], [""Frank_Quattrone"", ""charged_with"", ""obstruction_of_justice""], [""Frank_Quattrone"", ""charged_with"", ""witness_tampering""], [""obstruction_of_justice"", ""type_of"", ""charge""], [""witness_tampering"", ""type_of"", ""charge""]]","[[""Frank_Quattrone"", ""occupation"", ""investment_banker""], [""Frank_Quattrone"", ""pleaded"", ""not_guilty""], [""Frank_Quattrone"", ""charged_with"", ""obstruction_of_justice""], [""Frank_Quattrone"", ""charged_with"", ""witness_tampering""], [""obstruction_of_justice"", ""type_of"", ""criminal_charge""], [""witness_tampering"", ""type_of"", ""criminal_charge""], [""New_York"", ""location_of"", ""court""]]",0.66897114603944
282,"indeed , the french philosopher marcel gauchet entitled a recent book democracy against itself .",we can also note that the french philosopher marcel gauchet entitled the recent books against democracy itself .,"[[""Marcel_Gauchet"", ""entitled"", ""democracy_against_itself""], [""Marcel_Gauchet"", ""nationality"", ""French""], [""democracy_against_itself"", ""written_by"", ""Marcel_Gauchet""]]","[[""Marcel_Gauchet"", ""entitled"", ""against_democracy_itself""], [""Marcel_Gauchet"", ""nationality"", ""French""], [""against_democracy_itself"", ""written_by"", ""Marcel_Gauchet""]]",0.9948700307904128
52,there must be a balance as a whole .,the unity must be in balance .,"[[""balance"", ""required_for"", ""whole""]]","[[""unity"", ""requires"", ""balance""]]",0.31648303024169794
55,some results are remarkable .,some results .,[],[],0.0
96,then perhaps we could have avoided a catastrophe .,perhaps we should have been able to prevent a disaster .,[],[],0.0
112,there must be a balance as a whole .,the whole must be in balance .,"[[""balance"", ""required_for"", ""whole""]]","[[""whole"", ""requires"", ""balance""]]",0.4805165375441466
113,"thank you , commissioner .","thank you , commissioner .","[[""commissioner"", ""received_thanks_from"", ""unknown_entity""]]","[[""commissioner"", ""received_thanks_from"", ""unknown_entity""]]",0.999999957804317
119,forcefully request,request urgently and forcefully .,[],[],0.0
147,change one for another,"give to , and receive from , one another .",[],[],0.0
148,( cause to ) survive,cause to move by pulling .,[],"[[""cause"", ""results_in"", ""move""], [""move"", ""caused_by"", ""pulling""]]",0.0
149,then perhaps we could have avoided a catastrophe .,we would perhaps have been able to then avoid a disaster .,[],[],0.0
159,[ provide with a new or different resting place,provide with a new seat .,"[[""new"", ""relation"", ""resting_place""]]","[[""new"", ""relation"", ""seat""]]",0.34876805686522677
186,then perhaps we could have avoided a catastrophe .,we maybe then could have avoided a catastrophe .,[],[],0.0
229,impress or affect deeply ( emotionally ) .,impress or affect deeply .,"[[""impress"", ""synonym"", ""affect_deeply""], [""impress"", ""relation"", ""emotionally""], [""affect_deeply"", ""relation"", ""emotionally""]]","[[""impress"", ""synonym"", ""affect_deeply""]]",0.4832104091459345
283,"stick out , jut out , protrude",extend out or project in space .,"[[""stick_out"", ""synonym_of"", ""jut_out""], [""stick_out"", ""synonym_of"", ""protrude""], [""jut_out"", ""synonym_of"", ""protrude""]]","[[""extend_out"", ""meaning"", ""project_in_space""]]",0.22980068871816633
284,"they are ignorant , poor , and sick .","they are poor , sick and uncultivated .","[[""they"", ""are"", ""ignorant""], [""they"", ""are"", ""poor""], [""they"", ""are"", ""sick""]]","[[""they"", ""are"", ""poor""], [""they"", ""are"", ""sick""], [""they"", ""are"", ""uncultivated""]]",0.7745760360443248
285,partake or provide a banquet,partake in a feast or banquet .,"[[""banquet"", ""provided_by"", ""partake""], [""partake"", ""provides"", ""banquet""]]","[[""feast"", ""partaken_in"", ""partake""], [""banquet"", ""partaken_in"", ""partake""], [""partake"", ""partakes_in"", ""feast""], [""partake"", ""partakes_in"", ""banquet""]]",0.5274534508961779
286,chechen officials working for the moscow-backed government are a frequent target for rebels and tension is running high ahead of next sunday 's presidential election in war-torn chechnya .,"officials in chechnya 's moscow-backed government are a frequent target for rebels , and tension is running high ahead of sunday 's presidential election in the war-ravaged region .","[[""Chechen_officials"", ""working_for"", ""Moscow-backed_government""], [""Chechen_officials"", ""frequent_target_for"", ""rebels""], [""tension"", ""running_high"", ""ahead_of_presidential_election""], [""presidential_election"", ""taking_place_in"", ""Chechnya""], [""Chechnya"", ""described_as"", ""war-torn""], [""presidential_election"", ""scheduled_for"", ""next_Sunday""]]","[[""officials"", ""working_for"", ""Moscow-backed_government_in_Chechnya""], [""officials"", ""frequent_target_for"", ""rebels""], [""tension"", ""running_high"", ""ahead_of_presidential_election""], [""presidential_election"", ""taking_place_in"", ""Chechnya""], [""Chechnya"", ""described_as"", ""war-ravaged""], [""presidential_election"", ""scheduled_for"", ""Sunday""]]",0.9313270863691668
287,the recording industry association of america says it plans to sue the song traders next month .,"that is , if the recording industry association of america has anything to say about it .","[[""Recording_Industry_Association_of_America"", ""plans_to_sue"", ""Song_Traders""], [""Recording_Industry_Association_of_America"", ""sue_in"", ""next_month""]]","[[""Recording_Industry_Association_of_America"", ""has_say_in"", ""matter""]]",0.32010887576366764
288,a man is seasoning some carrots .,a woman is slicing garlic .,"[[""man"", ""seasoning"", ""carrots""]]","[[""woman"", ""slicing"", ""garlic""]]",0.22084044287833982
289,"as i already explained during second reading , there is a crisis underlying this directive amendment .","as i have already explained , at second reading , a crisis is at the root of this modification of directive .","[[""i"", ""explained_during"", ""second_reading""], [""second_reading"", ""has"", ""crisis""], [""crisis"", ""underlying"", ""directive_amendment""]]","[[""i"", ""explained_at"", ""second_reading""], [""second_reading"", ""has"", ""crisis""], [""crisis"", ""at_root_of"", ""modification_of_directive""]]",0.971968274180617
290,maij-weggen report ( a5-0323 / 2000 ),mrs maij-weggen 's report ( 5 / 2000 ),"[[""maij-weggen_report"", ""identified_as"", ""A5-0323_2000""]]","[[""mrs_maij-weggen"", ""author_of"", ""report""], [""report"", ""identified_as"", ""5_2000""], [""mrs_maij-weggen"", ""related_to"", ""maij-weggen_report""]]",0.39562235435358023
291,"the statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in august .","the unemployment rate in san joaquin county dipped last month to 8.5 percent , down nearly a full percentage point from august .","[[""statewide_unemployment_rate"", ""fell_to"", ""6.4_percent""], [""statewide_unemployment_rate"", ""was_revised_from"", ""6.7_percent""], [""6.7_percent"", ""occurred_in"", ""august""]]","[[""unemployment_rate_in_san_joaquin_county"", ""dipped_to"", ""8.5_percent""], [""8.5_percent"", ""decrease_from"", ""august""], [""unemployment_rate_in_san_joaquin_county"", ""decreased_by"", ""nearly_a_full_percentage_point""], [""unemployment_rate_in_san_joaquin_county"", ""occurred_in"", ""last_month""], [""last_month"", ""compared_to"", ""august""]]",0.6445704188208737
292,a woman is cracking eggs .,a man is talking to a woman .,"[[""woman"", ""cracking"", ""eggs""]]","[[""man"", ""talking_to"", ""woman""]]",0.16508850633582017
293,fill with high spirits,fill with high spirits ; fill with optimism .,[],[],0.0
294,move in an irregular course,move to and fro or from place to place usually in an irregular course .,"[[""move"", ""has_course"", ""irregular_course""]]","[[""move"", ""has_direction"", ""to_and_fro""], [""move"", ""has_direction"", ""from_place_to_place""], [""move"", ""has_course"", ""irregular_course""]]",0.9999999995512744
295,"on saturday , a 149mph serve against agassi equalled rusedski 's world record .","on saturday , roddick equalled the world record with a 149 m.p.h. serve in beating andre agassi .","[[""Rusedski"", ""equalled"", ""world_record""], [""world_record"", ""speed"", ""149mph""], [""Rusedski"", ""achieved_on"", ""Saturday""], [""Rusedski"", ""competed_against"", ""Agassi""]]","[[""Roddick"", ""equalled"", ""world_record""], [""world_record"", ""speed"", ""149_m.p.h.""], [""Roddick"", ""achieved_on"", ""Saturday""], [""Roddick"", ""competed_against"", ""Andre_Agassi""], [""Roddick"", ""won_against"", ""Andre_Agassi""]]",0.7392791637620251
296,a woman is sewing on a machine .,a woman is breading some meat .,"[[""woman"", ""action"", ""sewing""], [""woman"", ""using"", ""machine""], [""sewing"", ""location"", ""on_machine""]]","[[""woman"", ""action"", ""breading""], [""woman"", ""manipulating"", ""meat""], [""breading"", ""object"", ""meat""]]",0.2966832509644216
297,"unfortunately , others separate on the basis of accumulated hatred .",other separate unfortunately because of resentment accumulated .,"[[""others"", ""separate_on_basis_of"", ""accumulated_hatred""], [""others"", ""separate"", ""on_basis_of_accumulated_hatred""], [""accumulated_hatred"", ""basis_of_separation_for"", ""others""]]","[[""other"", ""separate_because_of"", ""resentment_accumulated""], [""other"", ""separate"", ""due_to_resentment""], [""resentment_accumulated"", ""reason_for_separation"", ""other""]]",0.7328350911529382
298,"mr. bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .","in texas , public watchdog groups opposed mr. bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century .","[[""Mr._Bush"", ""sought_to_store"", ""his_papers""], [""his_papers"", ""would_be_stored_at"", ""his_father\""s_presidential_library""], [""his_papers"", ""would_remain_secret_for"", ""half-century""], [""his_father\""s_presidential_library"", ""belonged_to"", ""Mr._Bush\""s_father""]]","[[""Mr._Bush"", ""sought_to_house"", ""his_papers""], [""his_papers"", ""would_be_housed_at"", ""his_father\""s_presidential_library""], [""his_papers"", ""would_remain_secret_for"", ""half-century""], [""Public_watchdog_groups"", ""opposed"", ""Mr._Bush\""s_efforts""], [""Mr._Bush\""s_efforts"", ""involved"", ""housing_his_papers_at_his_father\""s_presidential_library""], [""his_father\""s_presidential_library"", ""located_in"", ""Texas""], [""his_father\""s_presidential_library"", ""belonged_to"", ""Mr._Bush\""s_father""]]",0.9929145068914093
299,we often pontificate here about being the representatives of the citizens of europe .,we are proud often here to represent the citizens of europe .,"[[""we"", ""represent"", ""citizens_of_europe""], [""citizens_of_europe"", ""from"", ""Europe""]]","[[""we"", ""represent"", ""citizens_of_europe""], [""citizens_of_europe"", ""from"", ""Europe""]]",1.0
300,today 's great pax europa and today 's pan-european prosperity depend on this .,"the large europa of today , just as the prosperity , depends on it .","[[""great_pax_europa"", ""depends_on"", ""it""], [""pan-european_prosperity"", ""depends_on"", ""it""]]","[[""large_europa"", ""depends_on"", ""it""], [""prosperity"", ""depends_on"", ""it""]]",0.7596038022100264
301,"likewise , the 30-year bond < us30yt = rr > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .","the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .","[[""30-year_bond"", ""slid"", ""1-11/32""], [""30-year_bond"", ""yield"", ""4.38_percent""], [""4.38_percent"", ""up_from"", ""4.30_percent""]]","[[""30-year_bond"", ""jumped"", ""20/32""], [""30-year_bond"", ""yield"", ""4.14_percent""], [""4.14_percent"", ""down_from"", ""4.18_percent""]]",0.7416861318016126
302,the ( period of ) control of a country by military forces of a foreign power .,the control of a country by military forces of a foreign power .,"[[""country"", ""controlled_by"", ""military_forces""], [""military_forces"", ""belong_to"", ""foreign_power""]]","[[""country"", ""controlled_by"", ""military_forces""], [""military_forces"", ""belong_to"", ""foreign_power""]]",1.0
303,a man is dancing .,a man is eating bread .,"[[""man"", ""is_dancing"", ""none""]]","[[""man"", ""is_eating"", ""bread""]]",0.21527044932328043
304,"the broader standard & poor 's 500 index .spx fell 3 points , or 0.30 percent , to 995 .","the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .","[[""SP_500_index"", ""fell"", ""3_points""], [""SP_500_index"", ""decreased_by_percentage"", ""0.30_percent""], [""SP_500_index"", ""closed_at"", ""995""]]","[[""Nasdaq_Composite_Index"", ""added"", ""1.92_points""], [""Nasdaq_Composite_Index"", ""increased_by_percentage"", ""0.12_percent""], [""Nasdaq_Composite_Index"", ""closed_at"", ""1647.94""]]",0.1899643549452907
305,the man is using a camera to hammer a nail .,someone is banging a camera lense against a nail .,"[[""man"", ""using"", ""camera""], [""camera"", ""used_as"", ""hammer""], [""man"", ""hammering"", ""nail""], [""camera"", ""hammering"", ""nail""]]","[[""someone"", ""banging"", ""camera_lense""], [""camera_lense"", ""banging_against"", ""nail""], [""someone"", ""banging"", ""nail""]]",0.5640665084538729
306,a man and woman is riding in a car .,a woman is frying shrimp .,"[[""man"", ""riding_with"", ""woman""], [""man"", ""riding_in"", ""car""], [""woman"", ""riding_with"", ""man""], [""woman"", ""riding_in"", ""car""]]","[[""woman"", ""frying"", ""shrimp""]]",0.08261562463556651
307,a man is playing a flute in a band .,a man is playing a guitar .,"[[""man"", ""playing"", ""flute""], [""man"", ""member_of"", ""band""], [""flute"", ""played_by"", ""man""], [""man"", ""plays_in"", ""band""]]","[[""man"", ""playing"", ""guitar""]]",0.503175255808965
308,"shares of lendingtree rose $ 6.21 , or 42 percent , to $ 20.90 after hitting $ 21.36 earlier .","lendingtree shares rose 43 percent , or $ 6.31 , to $ 21 , more than doubling in the last two months .","[[""Lendingtree"", ""rose"", ""$6.21""], [""Lendingtree"", ""rose_percentage"", ""42_percent""], [""Lendingtree"", ""price"", ""$20.90""], [""Lendingtree"", ""previous_high"", ""$21.36""]]","[[""Lendingtree"", ""rose"", ""$6.31""], [""Lendingtree"", ""rose_percentage"", ""43_percent""], [""Lendingtree"", ""price"", ""$21""], [""Lendingtree"", ""timeframe_for_doubling"", ""two_months""]]",0.8362943439708512
309,"initiation , founding , introduction of something",the act of starting something for the first time ; introducing something new .,"[[""initiation"", ""synonym_of"", ""founding""], [""initiation"", ""synonym_of"", ""introduction_of_something""], [""founding"", ""synonym_of"", ""introduction_of_something""]]","[[""act_of_starting_something"", ""description"", ""introducing_something_new""], [""act_of_starting_something"", ""characterized_by"", ""first_time""], [""introducing_something_new"", ""related_to"", ""act_of_starting_something""]]",0.5484863474077861
310,the unions also staged a five-day strike in march that forced all but one of yale 's dining halls to close .,the unions also staged a five-day strike in march ; strikes have preceded eight of the last 10 contracts .,"[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""five-day_strike"", ""forced_to_close"", ""Yale_dining_halls""], [""Yale_dining_halls"", ""except"", ""one_dining_hall""], [""one_dining_hall"", ""remained_open"", ""Yale""]]","[[""unions"", ""staged"", ""five-day_strike""], [""five-day_strike"", ""occurred_in"", ""March""], [""strikes"", ""preceded"", ""contracts""], [""contracts"", ""number"", ""10""], [""preceded_contracts"", ""number"", ""8""]]",0.4910502638931068
311,a woman peels garlic with her hands .,the woman is slicing herbs .,"[[""woman"", ""peels"", ""garlic""], [""woman"", ""uses"", ""hands""]]","[[""woman"", ""slicing"", ""herbs""]]",0.36914120297320274
312,a person is slicing an onion .,a cat is pooping into a toilet .,"[[""person"", ""is_slicing"", ""onion""]]","[[""cat"", ""is_pooping_into"", ""toilet""]]",0.017238131448706145
313,"a sporting match , boxing",a boxing or wrestling match .,"[[""sporting_match"", ""type"", ""boxing""]]","[[""match"", ""type"", ""boxing""], [""match"", ""type"", ""wrestling""]]",0.7004764803336767
314,a woman cracks two eggs into a glass bowl .,a woman is cracking an egg into a bowl .,"[[""woman"", ""cracks"", ""eggs""], [""eggs"", ""number"", ""2""], [""woman"", ""cracks_into"", ""glass_bowl""], [""eggs"", ""contained_in"", ""glass_bowl""]]","[[""woman"", ""cracking"", ""egg""], [""egg"", ""contained_in"", ""bowl""], [""woman"", ""cracks_into"", ""bowl""]]",0.6640145550502514
315,"the bestowing of a franchise , enfranchisment",the act of certifying or bestowing a franchise on .,"[[""franchise"", ""synonym"", ""enfranchisment""]]","[[""act"", ""involves"", ""certifying""], [""act"", ""involves"", ""bestowing""], [""bestowing"", ""object"", ""franchise""]]",0.3170042873007739
316,an abundance of something,the property of copious abundance .,[],"[[""property"", ""of"", ""copious_abundance""], [""copious_abundance"", ""has_property"", ""abundance""]]",0.0
317,microsoft has been awarded a patent for a feature in instant messaging that alerts a user when the person they are communicating with is inputting a message .,microsoft has been awarded a patent on a popular instant-messaging feature that shows users when the person on the other end of the conversation is typing a message .,"[[""Microsoft"", ""awarded"", ""patent""], [""patent"", ""for"", ""feature_in_instant_messaging""], [""feature_in_instant_messaging"", ""alerts"", ""user""], [""feature_in_instant_messaging"", ""triggers_on"", ""person_inputting_message""], [""person_inputting_message"", ""is_communicating_with"", ""user""]]","[[""Microsoft"", ""awarded"", ""patent""], [""patent"", ""for"", ""popular_instant-messaging_feature""], [""popular_instant-messaging_feature"", ""shows"", ""users""], [""popular_instant-messaging_feature"", ""displays"", ""person_typing_message""], [""person_typing_message"", ""is_on"", ""other_end_of_conversation""], [""other_end_of_conversation"", ""part_of"", ""conversation""]]",0.5603413994653768
